	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	f63	f64	f65	f66	f67	f68	f69	f70	f71	f72	f73	f74	f75	f76	f77	f78	f79	f80	f81	f82	f83	f84	f85	f86	f87	f88	f89	f90	f91	f92	f93	f94	f95	f96	f97	f98	f99	f100	f101	f102
23	-0.01987	-24.01198	-0.16227	0.00013	-0.00096	0.00045	-0.02926	-87.1733	-0.54755	-0.00017	-0.00106	0.00027	0.00486	133.21585	0.14158	0.0007	0.02052	0.00022	-0.00273	134.28143	0.13855	0.00065	0.01729	-4e-05	-0.00284	-107.86729	-0.09206	-0.00047	-0.01349	0.00013	0.00686	-45.32312	-0.34738	-0.00032	-0.00234	0.0006	0.0217	116.66796	0.15914	0.00088	0.02126	0.00012	0.00223	68.53053	-0.02777	0.00044	0.01073	0.00051	-0.00608	6.85029	0.07887	0.00013	0.00016	0.0001	0.02116	124.52765	0.04651	0.0008	0.01995	0.00017	-0.03932	-71.3009	-0.21595	-0.00052	-0.01333	0.00029	-0.02801	-6.36941	-0.44012	-0.00014	0.00058	0.00054	-0.03199	-16.333	0.05081	-0.00016	-0.00362	0.00101	0.01007	1.5508	-0.02168	-1e-05	0.00143	0.00036	0.01934	58.03135	0.01945	0.00065	0.01047	-0.00011	0.0294	-62.53151	0.05182	-0.00038	-0.00703	0.00023	-0.01665	-85.04134	-0.19872	-0.00036	-0.01144	0.00035
24	-0.03273	56.03115	-0.19951	0.00013	0.00621	-0.0004	0.01309	-130.15589	-0.38936	-0.00062	-0.01532	-1e-05	-0.05045	-9.44502	-0.28695	-7e-05	-0.00549	-0.00046	0.02995	-1.21667	-0.03391	0.0	0.00397	0.00013	0.02772	3.53888	0.27422	-0.00019	-0.00167	-0.00042	-0.01274	-56.53457	-0.35741	-0.0004	-0.00778	2e-05	0.02417	69.21226	0.08899	0.0003	0.0105	-3e-05	0.00239	91.96406	0.48309	0.00057	0.01231	-0.00017	-0.02272	-117.70957	-0.21843	-0.00063	-0.01837	0.00087	-0.01772	42.17511	-0.22817	7e-05	0.00356	-0.00057	-0.09059	52.71952	-0.72394	0.00027	0.01018	-0.0	-0.00289	-46.71442	-0.24891	-0.00023	-0.00471	-0.00055	-0.01397	-40.30066	0.07584	-0.0001	-0.00425	0.0002	-0.02444	109.70818	-0.08716	0.00053	0.01311	-0.00035	-0.02005	64.19389	0.15555	0.00018	0.0052	0.00021	-0.07215	-41.98767	-0.49538	-4e-05	-0.00306	0.00038	-0.01455	-38.69208	-0.06397	-0.00022	-0.00641	-3e-05
25	-0.05661	119.28839	-0.23529	0.00083	0.02115	0.00012	0.04483	150.62715	0.0552	0.00102	0.02633	0.0002	-0.04641	115.56585	-0.3086	0.00079	0.02139	0.00026	0.04862	193.57645	0.00844	0.00121	0.03184	0.00017	-0.04645	104.86196	-0.25511	0.00078	0.02249	0.00021	0.03798	128.76521	0.17896	0.00067	0.01738	0.00017	-0.01649	101.89932	-0.15266	0.00066	0.01862	0.0001	0.06102	214.73186	-0.01357	0.0014	0.03645	0.00017	-0.02132	114.40939	0.0879	0.00078	0.02055	5e-05	0.02807	160.55345	0.06998	0.00089	0.02433	0.00038	-0.01438	91.04869	0.07016	0.00073	0.01794	8e-05	0.02689	223.12551	0.04195	0.00138	0.03528	0.00015	-0.01551	119.3918	-0.13435	0.00082	0.02372	0.0001	0.00111	138.68553	-0.01112	0.00073	0.01839	0.00012	-0.01287	107.56484	0.06091	0.00076	0.01971	0.00022	0.00541	222.69005	0.1418	0.00128	0.03011	0.00024	-0.01543	140.5136	-0.0644	0.00097	0.02627	0.00019
26	0.02013	22.39243	0.21672	0.00048	0.0087	-6e-05	-0.09392	-26.44655	-0.1394	-0.00018	-0.0093	-0.00017	-0.02294	39.03795	-0.30998	0.00046	0.00831	6e-05	0.02536	15.53184	0.05662	0.00016	0.0048	0.00019	0.10409	61.29643	0.46506	0.00039	0.01112	5e-05	-0.03009	-11.6935	-0.2836	1e-05	-0.00373	-4e-05	-0.0609	45.01718	-0.1122	0.00023	0.00465	9e-05	0.06183	67.41033	0.26802	0.00035	0.01636	0.00032	-0.01967	-25.97007	-0.34092	-0.00026	-0.00297	-0.0002	0.01783	19.42163	0.39277	9e-05	-0.00206	-6e-05	-0.01198	98.99332	0.26504	0.00049	0.01079	0.00023	0.01251	-31.12753	-0.3482	-9e-05	-0.00109	0.00018	0.02531	28.51898	-0.10028	8e-05	0.00592	6e-05	-0.02911	-43.2354	-0.39007	-0.00036	-0.00798	-0.00011	-0.08057	10.16606	-0.42294	-2e-05	-0.00068	-0.00021	-0.02476	16.86552	-0.24411	0.00013	0.00437	-0.00014	0.01173	-21.29509	-0.10932	4e-05	0.00092	-1e-05
27	-0.02706	16.06509	-0.58601	0.00014	0.00835	9e-05	-0.0571	15.45503	-0.59278	0.00031	0.01107	6e-05	0.04545	7.72567	0.4066	8e-05	0.00535	0.00023	0.02732	3.60185	0.57778	-0.00016	-0.00205	-1e-05	-0.00398	-0.53675	0.00868	3e-05	0.00526	0.00013	0.01479	8.23543	-0.6856	0.00017	0.01191	0.0001	0.08008	83.81455	0.75442	0.00031	0.01081	0.0002	0.02922	26.13154	-0.19922	0.00022	0.00916	0.0003	0.04392	-29.1612	0.17661	-2e-05	0.00293	6e-05	-0.0365	29.63359	0.33094	0.00015	0.00106	0.00014	-0.02425	28.53147	0.09986	5e-05	0.00396	0.00013	-0.00973	48.46067	-0.10885	0.00037	0.01386	0.0001	-5e-05	-9.21011	-0.71729	1e-05	0.00285	6e-05	0.08079	79.87172	1.34329	0.00025	0.00651	0.00022	-0.00694	-21.54152	-0.09839	-0.00014	-0.00453	2e-05	-0.08376	-93.59185	-0.87182	-0.00049	-0.00883	-1e-05	0.00109	0.51352	0.43867	-0.00027	-0.00879	0.00013
28	0.05154	69.71292	0.432	0.00073	0.01371	-2e-05	0.03664	-158.99667	-0.63466	-0.00019	0.00072	0.00032	0.12083	150.53958	-0.05501	0.00136	0.03694	-8e-05	0.02716	120.52641	0.33832	0.00064	0.01146	0.00024	0.01817	-16.66632	-0.10183	0.00038	0.01036	-0.00038	-0.18192	-116.87456	-1.34712	-0.00033	-0.00825	-0.00031	0.03523	20.13886	-0.50631	0.00011	0.01557	-0.00017	0.06808	50.07095	0.94851	0.00026	8e-05	-0.00023	-0.11827	11.65301	-0.94963	0.0002	0.00626	0.0001	-0.13337	-27.80399	-1.22857	-0.00021	0.00134	0.00031	-0.13307	33.45359	-0.7046	-0.00016	0.00043	0.00026	-0.06255	-23.69537	0.29269	-0.00028	-0.01157	-4e-05	0.04115	-13.93071	0.62119	-0.00045	-0.00924	-0.00017	-0.11111	79.43318	0.24073	0.00038	0.00498	-0.00013	0.03825	-0.47512	0.77823	-3e-05	-0.00782	0.00047	-0.06104	55.01423	0.30219	0.0002	0.00495	0.00026	-0.07627	-48.53721	-0.39019	-0.00022	-0.00559	0.00023
29	-0.14473	109.38114	-1.22714	0.0011	0.02585	0.00011	0.07382	-27.01756	0.29693	0.00013	0.00374	-0.0	-0.08354	-83.16227	-1.11703	-0.00045	-0.0074	0.00016	0.06902	-162.71242	0.65792	-0.00094	-0.02511	-0.00058	-0.01314	33.02545	0.16094	3e-05	-0.00175	0.00043	0.09095	-29.92256	1.09496	-0.00044	-0.01384	-0.00053	-0.21404	37.63844	-1.73569	0.00044	0.00991	-0.00024	0.05497	146.67802	0.62724	0.00088	0.02303	-3e-05	-0.0496	49.65925	-0.11344	0.00062	0.01077	-0.00032	0.04316	60.42371	0.44489	0.00043	0.00604	-4e-05	0.01499	-106.01079	-0.59091	-0.00045	-0.01366	-0.0005	-0.14581	-11.4471	-1.01846	-5e-05	0.00151	-0.00027	0.03326	-57.93207	-0.09337	-0.0004	-0.00556	-3e-05	0.06627	36.809	1.16771	-3e-05	0.00456	0.0003	0.05755	62.65359	0.13502	0.00029	0.00999	0.00036	-0.00257	-103.33508	-0.26942	-0.00046	-0.01257	-4e-05	0.02415	-31.11879	-0.04312	-0.00021	-0.00286	0.00048
30	-0.06918	-90.6849	-0.50959	-0.00032	-0.01615	-0.00104	0.02803	-12.49691	-0.00838	-0.00032	-0.00959	-0.00041	0.04689	24.28277	0.88325	-5e-05	0.00104	0.00072	-0.01471	-98.32239	0.62301	-0.00055	-0.02027	-0.00071	-0.03897	33.911	-0.81298	0.00025	0.01199	-0.00019	0.00475	8.44998	-0.1151	7e-05	0.00064	-0.00037	0.1342	-139.01486	1.09985	-0.00048	-0.00999	0.00015	-0.13685	199.36408	-1.08198	0.00097	0.02893	-0.00023	-0.00556	-123.49004	-0.62096	-0.0003	-0.01129	-0.00028	0.02119	-57.80699	0.60341	-0.00058	-0.00993	0.00096	0.07671	32.23013	0.27041	0.0002	0.01432	0.0	0.02122	-34.10946	-0.06893	1e-05	-0.00914	-0.00084	0.06573	48.43018	-0.12807	0.00028	0.01538	0.00101	0.10952	30.4048	1.19063	0.0	0.00069	0.00042	-0.13296	-11.00587	-0.74099	-0.00016	-0.00834	-0.00057	-0.03008	111.34396	-0.04963	0.0003	0.00483	0.00039	-0.03664	-19.786	0.3322	9e-05	-0.00387	-0.00064
31	-0.02738	-103.57119	-0.46569	-0.00052	-0.01126	8e-05	0.0064	9.67435	-0.22102	6e-05	0.00563	-4e-05	0.03516	-12.86978	0.01175	7e-05	0.00294	0.00045	0.09097	36.77141	0.72473	0.00013	0.00376	0.00033	0.03197	-98.7203	0.02594	-0.0005	-0.00944	2e-05	-0.00096	-35.25889	-0.19728	-0.00023	-0.00137	0.00025	0.05188	-2.3293	0.326	-3e-05	-0.00152	-8e-05	0.01571	15.60989	0.37469	4e-05	0.00091	0.00012	0.04116	47.80966	0.12371	0.00034	0.01261	-0.00018	-0.02794	-25.81677	-0.08117	-0.00021	-0.00427	3e-05	-0.02587	75.34234	-0.27936	0.00051	0.01408	-2e-05	-0.00131	5.04248	-0.09687	7e-05	0.00238	-0.00016	0.04323	-33.80613	0.01743	-6e-05	-0.00088	-7e-05	0.02458	69.17241	0.0671	0.00051	0.01228	-0.00016	-0.03827	87.55439	-0.62804	0.00042	0.01257	-0.00037	0.00291	-70.17142	0.08333	-0.0002	-0.00971	-1e-05	0.01321	-4.3109	-0.28634	0.00016	0.00526	-0.00031
32	0.19351	105.73949	0.72123	0.00102	0.02544	5e-05	-0.11586	-19.59863	-0.84733	0.00051	-0.00417	-0.00021	-0.10176	-2.21879	0.34454	0.0005	0.00512	-0.00012	0.14781	-205.49323	0.67552	-0.00123	-0.02058	-1e-05	0.06001	176.29327	0.14304	0.00042	0.01392	0.00024	-0.18096	75.76995	-1.42856	-1e-05	0.00708	0.00026	-0.02338	-28.4576	0.41501	-7e-05	-0.0125	-0.00049	0.0563	-166.67835	0.72078	-0.00086	-0.03561	-0.00021	-0.1282	-48.3796	-1.74456	-0.0003	-0.0072	0.00022	-0.27595	277.13801	-1.56483	0.00122	0.03296	-0.00014	-0.17566	-61.11887	-0.86772	-0.00066	-0.00581	0.00018	-0.00612	70.95875	-0.23302	0.0003	0.00597	0.00013	-0.00281	26.8715	-0.27551	0.00086	-0.00408	-0.00015	-0.05528	-126.17615	-0.52793	-0.00016	-0.00956	-0.00014	0.21241	559.29899	2.61217	0.00321	0.07602	0.00019	0.08708	185.81396	0.54477	0.00191	0.04656	-0.0001	0.00385	101.43796	-0.15214	0.00085	0.00845	0.00024
33	-0.08341	-44.64111	-0.2857	-0.00025	-0.00866	-0.00024	0.03428	23.03949	0.22457	0.00028	0.00499	-0.00015	0.04722	-7.50384	0.31288	5e-05	0.00324	0.0003	0.01301	-14.82912	-0.02918	6e-05	0.00014	-0.00024	-0.01481	-25.15924	-0.24089	-0.00029	-0.00686	-0.0002	0.02247	-27.51322	0.25207	-0.0002	-0.00476	0.00012	-0.01146	-80.63779	-0.38821	-0.00057	-0.01071	-0.00017	-0.00635	3.54563	-0.03126	0.00012	0.0044	6e-05	0.00616	14.2696	0.13458	1e-05	-0.00041	0.0	-0.01119	45.98585	0.11127	0.00036	0.00694	4e-05	-0.00796	2.4244	-0.07763	-2e-05	-0.00097	-3e-05	0.08526	-5.91721	0.79936	-9e-05	0.00029	0.00013	0.02647	18.62588	0.13408	0.00022	0.00607	-0.00028	-0.02389	75.51042	-0.18061	0.00063	0.01592	0.00016	-0.01757	-7.46164	-0.30079	-7e-05	0.00101	0.00013	-0.01393	-11.92379	0.19026	-0.00014	-0.00732	-0.00025	-0.00026	69.04214	-0.36463	0.00031	0.01048	-7e-05
34	-0.05237	-39.18598	-0.41124	-0.00034	-0.00624	-0.00016	-0.1482	-95.28276	-1.02599	-0.00077	-0.02136	0.00016	0.02847	118.66224	0.35439	0.00062	0.01739	-4e-05	0.03581	0.16945	-0.02206	8e-05	0.00624	0.0002	-0.00588	-40.19289	-0.04704	-0.00014	-0.00535	-0.00017	0.0776	79.66768	0.05386	0.00069	0.01817	-0.0001	-0.00422	20.51791	0.10146	8e-05	0.00203	0.00043	-0.05924	-24.86344	-0.39549	1e-05	0.00185	-2e-05	-0.06436	-19.7621	-0.59413	-0.0002	-0.00482	-7e-05	-0.04761	-28.96852	-0.13127	-0.00025	-0.00814	-0.0001	0.04975	-37.7462	-0.05849	-0.00015	0.00109	-9e-05	0.06208	-25.57246	0.68151	4e-05	-0.00422	-0.00013	-0.07878	98.64875	-0.02279	0.00054	0.00691	-0.00047	-0.05872	-22.81136	-0.37732	-0.00028	-0.00941	-3e-05	0.01057	48.72164	-0.27641	0.00025	0.01039	-0.00043	0.07078	-49.06999	0.67953	-0.00037	-0.01029	0.00046	0.017	-8.96035	0.51173	-0.00018	-0.00752	0.0001
35	0.1322	10.69683	-0.18446	0.00038	0.01246	-0.00013	-0.05161	4.21053	-0.24789	0.0001	-0.00153	0.00091	0.12236	-76.05495	0.49092	-0.00035	-0.01098	2e-05	0.08731	-107.63621	0.47654	-0.00057	-0.01132	-0.00038	0.1368	-29.06292	1.03214	-0.00024	-0.00272	0.00044	-0.05164	-37.28471	-0.1692	-0.00039	-0.00943	0.00048	-0.00407	-152.49628	-0.64444	-0.00076	-0.01371	-0.00072	0.04194	94.83038	0.90242	0.00022	0.00241	-0.00011	0.11632	-71.4406	0.14225	-0.00026	-0.00837	-0.00068	0.12383	-152.92258	0.481	-0.00071	-0.02091	-0.00077	0.0559	65.9052	0.01362	0.00025	0.01044	0.00018	0.10115	-165.22995	-0.09499	-0.00117	-0.0224	9e-05	0.04015	55.89462	0.5042	0.00025	0.0078	-0.00018	0.00125	-16.46742	-0.22757	-0.00015	-1e-05	0.00067	-0.0575	-158.95231	-0.72625	-0.00071	-0.01967	-0.00099	-0.13643	-157.45808	-0.00064	-0.00145	-0.04061	0.00053	-0.00274	106.32978	0.37265	0.00046	0.01559	-5e-05
36	-0.03587	21.97955	-0.07825	0.00027	0.01026	-5e-05	0.05863	-0.93175	0.44631	-0.00013	-0.0058	7e-05	0.05976	31.79937	0.28635	0.00023	0.00952	0.0001	0.0022	19.2343	-0.19443	0.00026	0.00631	-9e-05	0.01134	-49.97483	0.1115	-0.00042	-0.00909	4e-05	-0.00254	-66.67463	-0.06075	-0.00051	-0.01319	-8e-05	0.04459	15.95136	0.06827	4e-05	0.00453	-0.0001	0.05447	-27.36533	-0.03949	8e-05	0.00431	7e-05	-0.02325	50.22143	-0.18331	0.00012	0.00287	0.00011	-0.02394	0.26273	-0.00252	0.00025	0.00194	-2e-05	-0.05359	65.46614	-0.43166	0.00036	0.01256	0.00031	0.00821	55.24004	-0.05641	0.00031	0.01012	0.00017	-0.0256	-50.83267	-0.25894	-0.00017	-0.00314	-0.00018	-0.00537	27.31586	0.06685	6e-05	0.005	0.00034	-0.04785	-4.64637	-0.16437	-3e-05	-0.00106	0.00014	0.04432	-43.21096	0.24763	-0.00025	-0.00637	-0.00013	-0.00539	-81.99681	-0.13141	-0.00049	-0.01854	-1e-05
37	-0.01454	-52.42482	-0.32311	-0.0003	-0.00571	-0.0002	-0.04281	-99.6434	-1.06598	-0.0007	-0.0162	0.0002	0.01141	4.84534	0.28844	0.0002	0.00327	-0.00021	-0.00288	10.5862	0.19765	-9e-05	0.00406	-0.00011	-0.01348	-9.02378	-0.77642	0.00013	0.00543	8e-05	0.00239	13.13747	-0.09318	0.00017	0.00579	-0.00033	-0.02568	-31.61754	0.02505	-0.00013	0.00056	8e-05	-0.03977	39.22872	-0.49489	0.00031	0.00589	-9e-05	-0.12695	34.66063	-0.82078	3e-05	-0.00092	-0.00017	-0.02612	90.00025	-0.04088	0.0007	0.01634	-5e-05	-0.04508	30.17943	-0.22539	0.00014	0.00049	-0.00014	-0.0346	-18.53844	-0.6939	-0.00033	-0.00259	-0.00043	0.00394	-15.58482	0.49131	-0.00015	-0.0069	0.00027	0.02949	43.60177	0.87503	-4e-05	-0.00035	0.00034	0.00886	-49.64301	0.22201	-0.00031	-0.01282	-0.00011	-0.05835	64.74481	-0.49916	0.00054	0.00973	-7e-05	-0.05699	19.23493	-0.18564	-0.0	-0.00395	-0.00027
38	-0.0686	-75.63243	-0.35865	-0.00036	-0.01508	-5e-05	-0.04621	-102.91391	-0.23062	-0.00054	-0.01235	-2e-05	-0.1122	-18.07676	-0.23492	-0.00038	-0.01124	0.00018	0.03411	108.29341	-0.06966	0.00054	0.02109	0.0004	0.03091	-106.82733	0.25662	-0.00036	-0.01414	0.00011	0.05244	54.15237	-0.04206	0.0003	0.01453	0.00019	0.01715	40.55141	0.54914	0.00019	0.00308	0.00035	-0.02803	-10.59816	-0.4664	-9e-05	-0.00114	0.00021	0.03635	-105.45035	0.03854	-0.00052	-0.01422	7e-05	-0.02966	87.37447	0.10499	0.00043	0.0121	3e-05	-0.01544	23.74944	0.14897	3e-05	-0.00199	0.0001	0.03216	-0.88023	0.16445	-7e-05	0.00498	6e-05	-0.00925	-12.37989	-0.03627	-0.0	-0.00497	7e-05	0.04083	82.96493	0.63809	0.0003	0.01068	0.00029	-0.05935	-39.67354	-0.21504	-0.00019	-0.00885	0.00014	0.05712	87.45944	0.4153	0.00067	0.02005	4e-05	-0.03017	-4.95334	-0.27575	-0.00017	-0.00409	0.00011
39	-0.04635	-1.32919	-0.30384	-4e-05	0.00123	4e-05	-0.05686	15.99005	-0.53413	7e-05	0.00207	-0.00012	-0.07559	-77.27485	-0.74172	-0.00047	-0.01145	0.00014	-0.01678	32.62461	-0.09972	0.00027	0.00558	-0.00025	-0.05278	66.08015	-0.30482	0.00052	0.01094	-5e-05	-0.10333	-78.44638	-0.38714	-0.00059	-0.01686	-4e-05	0.07656	-22.28203	0.94608	-0.00022	-0.00678	-6e-05	0.00011	-13.48025	0.15913	4e-05	0.00291	-0.00015	-0.03118	-23.09161	-0.26311	-7e-05	0.00192	4e-05	-0.04817	-15.49009	-0.44742	-3e-05	-0.00147	-0.00011	-0.0357	57.61704	-0.22221	0.00029	0.00214	-9e-05	-0.00504	-0.36678	0.0914	-1e-05	-0.00101	-0.00021	0.00976	43.2335	-0.14559	0.00028	0.00988	-0.00012	-0.00739	4.18035	-0.03714	4e-05	-5e-05	-0.0	0.06335	-45.26954	0.5371	-0.00011	-0.011	-2e-05	-0.063	31.65046	-0.77234	0.00046	0.01295	-5e-05	0.05053	-61.05283	0.37331	-0.00054	-0.01108	-0.00012
40	-0.10692	-77.6503	-0.24382	-0.00039	-0.0164	-0.00013	0.08663	-126.34519	0.35302	-0.00051	-0.00907	-0.0002	-0.03911	-37.4144	-0.30532	-0.00019	-0.00013	-5e-05	-0.06921	-101.31221	-1.08428	-0.00057	-0.01344	2e-05	0.01711	115.77474	-0.26285	0.00065	0.0225	0.00027	-0.00275	-216.96116	-0.127	-0.00124	-0.03548	-7e-05	-0.11224	119.22059	-0.8641	0.00056	0.01747	0.00048	0.07185	-32.29604	0.26209	-0.00026	-0.00168	-0.0	-0.11589	-42.34504	-1.16805	-0.00022	-0.0045	0.0	-0.06922	166.30974	-0.01859	0.00093	0.02347	-0.00017	0.0598	-24.8152	1.07323	-0.00017	-0.01158	-0.0001	-0.09032	60.00311	-0.24089	0.0003	0.00584	0.00035	-0.06631	-49.56256	-0.55103	-0.00027	0.00012	0.00055	0.06702	-32.58418	0.15631	-0.00038	-0.0081	-8e-05	-0.10565	128.23651	-1.42712	0.00081	0.02794	-0.00022	0.05939	-156.62433	0.46985	-0.00109	-0.02701	-0.00014	-0.09908	0.93446	-0.85387	0.0001	0.00687	-0.00011
41	0.0665	-130.43574	0.18627	-0.00077	-0.01433	0.00037	-0.01638	64.84867	0.04441	0.00033	0.00464	6e-05	-0.06273	-135.87402	-0.26434	-0.00078	-0.02255	4e-05	-0.09434	-66.77131	-0.8468	-0.00022	0.00073	-0.00031	-0.04533	17.60721	-0.22602	-3e-05	0.00033	0.00015	-0.01077	44.84928	-0.085	0.00025	0.00464	7e-05	-0.02235	-14.36625	-0.22025	-2e-05	-0.00292	7e-05	0.04668	-0.40872	0.61128	-0.0001	-0.00228	0.00037	-0.01428	-93.96627	-0.30463	-0.00043	-0.00728	7e-05	0.03194	136.74033	0.10743	0.00121	0.02965	0.00032	-0.02445	71.16436	0.18964	0.00058	0.01485	0.00012	-0.13408	-41.89608	-1.02826	-2e-05	-0.00267	-0.00013	-0.00986	-29.67888	-0.08166	-0.00012	-0.00842	-0.00018	0.05081	57.35687	0.53363	0.00031	0.00455	-0.00021	0.01342	-92.043	0.26702	-0.0007	-0.02082	-0.00029	-0.03344	63.62935	0.27575	0.00036	-0.00287	-0.00037	0.01908	-81.95558	-0.09851	-0.0007	-0.01281	0.00019
42	0.01518	-76.56069	0.18004	-0.00017	-0.00643	-0.00011	-0.00477	-30.85184	-0.32923	-0.00023	-0.00077	-0.00031	-0.01841	-65.95155	0.16486	-0.00031	-0.00925	-0.00033	0.1605	192.32847	1.02762	0.001	0.02788	0.00022	-0.11779	-79.2301	-0.88843	-0.00079	-0.00985	-3e-05	0.01398	-57.40924	0.17063	-0.00021	-0.00339	6e-05	0.06782	113.71406	0.57918	0.00073	0.01202	-0.00013	-0.12151	102.99124	-0.89168	0.00064	0.01342	-0.0002	-0.00178	-5.41541	0.14745	-0.00055	-0.00503	-0.00034	0.00949	-37.41833	0.04783	-0.0003	0.00081	0.00044	0.12054	222.72696	0.52286	0.00064	0.02651	4e-05	-0.03441	-175.79553	-0.19475	-0.00121	-0.02726	0.00024	0.11102	-98.29242	0.25766	-0.00094	-0.0102	-0.00028	-0.03921	-113.4946	-0.25565	-0.00058	-0.01609	5e-05	-0.0203	118.91427	0.19393	0.00048	0.00768	0.00018	0.03872	-184.53535	-0.11039	-0.00112	-0.01408	-5e-05	0.08818	-7.85161	0.49971	-6e-05	0.00776	0.00015
43	-0.20536	170.86705	-1.28455	0.00137	0.03712	-0.00022	0.05258	-155.33211	0.3021	-0.00064	-0.012	0.00014	-0.00424	-110.01432	0.4787	-0.0011	-0.03323	0.0003	0.00619	-117.29688	0.53426	-0.00116	-0.02809	0.00024	-0.08633	-218.34296	-0.43335	-0.00131	-0.02768	0.0001	-0.0682	10.11964	-1.34286	0.00015	0.01389	-0.00033	0.27669	132.1905	1.75908	0.00031	0.01663	0.00022	-0.04057	65.40211	-1.05479	0.00026	0.01057	4e-05	-0.18184	6.16992	-0.83984	-2e-05	-0.00198	-9e-05	0.01144	-139.65025	0.12781	-0.00111	-0.0312	-0.00028	0.03828	-44.64492	0.52586	-0.00046	-0.01387	0.00015	-0.13023	-47.9733	-0.66523	-0.00032	-0.00794	-0.00021	-0.00072	125.7525	-1.5299	0.00111	0.03937	-0.00027	0.20641	191.62444	1.63456	0.00135	0.03	0.0002	-0.14914	154.18458	-1.33674	0.00141	0.02547	-0.00035	-0.15856	-132.28218	-0.40841	-0.00094	-0.02934	4e-05	-0.01307	-18.16208	0.61639	0.0	-0.00834	0.0
44	0.05399	84.31705	0.49909	0.00053	0.01427	-6e-05	0.04654	-135.43173	-0.03515	-0.0009	-0.01478	0.0003	0.04128	-14.9599	0.38524	-0.0002	-0.00551	-0.00019	-0.11557	137.69189	-0.61763	0.00081	0.01484	0.0	0.05726	3.64099	0.27684	0.00017	0.00106	-9e-05	0.0811	-148.63756	-0.07055	-0.00105	-0.0196	4e-05	-0.01557	46.87147	0.40344	0.00014	-0.00064	4e-05	0.04699	30.04228	0.57964	9e-05	-0.00053	0.00022	0.04025	-72.14657	-0.11484	-0.00045	-0.00824	-0.00015	-0.08344	-18.11637	-0.97331	-0.00011	-0.00225	-9e-05	0.06272	-18.06866	-0.13329	-2e-05	-0.00019	-0.00014	0.06031	-5.7967	0.87625	-0.0001	-0.0044	0.00019	0.00641	-95.0178	0.20242	-0.0008	-0.01819	-0.0	0.03775	51.47299	-0.08436	0.00026	0.00899	-0.00019	-0.05026	-1.54231	-0.34547	0.00018	0.00271	-3e-05	-0.14337	16.20063	-1.04107	0.0005	0.01018	-0.00019	-0.00482	21.22942	0.10666	5e-05	0.00076	7e-05
45	-0.04237	63.97226	-0.43988	0.00044	0.01144	-0.00031	0.03535	-24.65388	-0.14656	-0.00031	-0.00382	0.00088	0.01567	-40.39421	0.41078	-0.00036	-0.00608	-0.00034	0.07758	-77.67025	0.19253	-0.00021	-0.00478	-9e-05	-0.03555	-2.10972	-0.23978	-0.00011	-0.00233	0.00017	0.02034	26.38595	-0.07619	0.00026	0.00975	-0.00023	-0.04237	29.12197	-0.22665	0.00013	0.00167	0.00024	-0.00487	58.44802	-0.29052	0.00058	0.0154	-0.00028	-0.00321	10.6058	-0.41527	0.00025	0.00807	0.00044	0.06377	-42.44379	1.06305	-0.00058	-0.01445	-8e-05	-0.01067	-45.43021	0.02963	-0.00025	-0.00999	-0.00014	0.03133	72.09245	-0.18236	0.0001	0.00976	0.00036	-0.0168	105.8684	-0.03716	0.00059	0.0124	0.00056	0.00517	9.35667	0.24605	-0.0	0.00096	3e-05	0.02427	-40.88536	-0.2995	-0.0001	0.00044	0.00039	-0.09785	25.80309	-0.2146	0.0002	-0.00198	-0.00075	0.04207	64.31159	0.4815	0.00039	0.00934	0.00094
46	-0.1051	121.557	-0.84938	0.00084	0.01995	0.00015	0.10558	-81.94544	0.68316	-0.0004	-0.0132	0.00021	0.00083	-118.75011	-0.08194	-0.00073	-0.01423	-0.00024	0.0811	-18.52148	0.41915	-0.00017	-0.00161	0.00021	0.01627	-41.23744	-0.00502	-0.00025	-0.00598	-0.00015	0.00669	-51.37215	0.02507	-0.00034	-0.0063	-1e-05	0.04756	-183.70911	0.31289	-0.00117	-0.02898	-8e-05	-0.11471	-103.30828	-0.73541	-0.00045	-0.01385	-3e-05	-0.01409	89.41488	-0.26812	0.00055	0.01718	0.00023	0.04698	179.13108	0.64321	0.00108	0.02893	0.0002	0.03402	-64.63107	0.3031	-0.00065	-0.01094	0.00013	-0.01076	-33.96816	0.24714	-0.00026	-0.00436	-0.00026	-0.0294	14.18236	0.00079	0.00012	0.00575	-0.00044	0.0041	36.40145	-0.01769	0.00051	0.00847	0.00043	-0.01145	60.49816	0.14728	0.00019	0.00807	-4e-05	-0.02159	-15.57223	-0.48161	-0.0001	0.00069	-0.00012	-0.00373	24.62437	0.07059	0.00017	0.00012	0.00021
