protein	class	features
>10360	1	-0.04488,-228.39931,0.12575,-0.00039,-0.04244,-0.00181,-0.02499,441.99044,0.00715,0.00209,0.05943,-0.00105,-0.02755,-34.38010,0.79012,0.00016,-0.00808,0.00060,0.00435,-640.90672,-0.19936,-0.00245,-0.08090,-0.00136
>10361	1	-0.06645,220.24918,1.57911,0.00134,0.01989,-0.00029,-0.15699,-686.95697,0.30780,-0.00422,-0.13662,-0.00004,0.20221,-195.02869,0.08083,-0.00029,-0.00303,-0.00035,0.15588,393.47294,0.25424,0.00169,0.05791,-0.00026
>10362	1	-0.26610,84.49534,-2.25099,0.00041,0.00820,-0.00318,-0.10900,-130.23123,0.63265,-0.00107,-0.02960,-0.00091,0.17599,255.49904,1.99033,-0.00004,0.02110,0.00264,-0.19727,-178.38327,-2.36960,-0.00041,-0.02454,-0.00247
>10363	1	-0.00489,286.23821,0.77944,0.00077,0.00813,-0.00191,-0.16155,-190.82583,-2.23130,-0.00039,-0.00552,0.00025,0.01639,-828.53250,-0.88134,-0.00393,-0.09691,-0.00128,-0.25446,-441.59750,-4.20391,-0.00127,-0.01462,0.00119
>10364	1	-0.04974,-141.70395,-0.19000,-0.00102,-0.01361,-0.00032,-0.26620,-328.59118,-3.51200,-0.00267,-0.04259,-0.00117,-0.04144,-203.43061,0.24000,0.00043,-0.01468,0.00035,0.13668,280.13224,2.08000,0.00030,0.00492,-0.00235
>10365	1	-0.63072,-221.30940,-7.02250,-0.00043,0.00027,0.00004,-0.33607,-117.21840,-5.22667,-0.00020,-0.00574,-0.00031,1.11565,78.65860,10.92000,-0.00021,-0.01309,-0.00061,-1.23600,6.09960,-7.00000,0.00020,-0.00265,-0.00016
>10366	1	-0.26457,398.97998,-2.66989,0.00372,0.08619,-0.00341,0.06467,-76.89824,1.02155,-0.00086,-0.02784,0.00358,0.20973,-795.77714,-1.31494,-0.00458,-0.09822,-0.00233,-0.07634,-537.70222,-0.94796,-0.00225,-0.05388,-0.00137
>10367	1	-0.12873,129.31791,-0.60770,0.00052,0.00844,0.00014,-0.09610,240.33620,-0.32259,0.00103,0.02328,0.00007,0.22570,27.50003,2.44066,0.00067,0.01645,-0.00004,-0.37605,250.11426,-3.58607,0.00098,0.03502,-0.00101
>10368	1	-0.03347,181.02750,-2.41250,0.00163,0.06426,-0.00027,0.21543,160.90273,1.66091,0.00253,0.02625,-0.00028,0.04152,98.62300,0.01200,-0.00029,0.00737,-0.00061,-0.18390,-297.81667,-2.00000,-0.00182,-0.01275,-0.00011
>10369	1	0.38031,17.74250,1.51556,0.00040,0.00439,-0.00165,-0.04367,-288.90313,-1.48500,-0.00008,-0.03822,-0.00281,0.07390,-11.10750,0.02857,-0.00058,0.01763,0.00235,-0.01522,-217.30917,0.84000,-0.00103,-0.02125,-0.00282
>10370	1	-0.05292,-324.49072,-3.02970,-0.00045,-0.02166,0.00007,-1.01596,-245.12251,0.32827,-0.00363,-0.12570,0.00051,-0.06683,-3.58151,-1.70635,-0.00016,0.00494,0.00013,0.02511,366.61662,2.81784,0.00110,0.02917,-0.00043
>10371	1	-0.21016,-346.29639,-2.08984,-0.00255,-0.09299,-0.00041,-0.82813,794.37611,-0.67713,0.00425,0.12347,-0.00092,-0.77478,-503.62646,-1.45112,-0.00416,-0.12731,-0.00032,0.77925,291.13064,1.37973,0.00264,0.08724,-0.00030
>10372	1	0.06325,37.42628,0.51020,0.00058,0.02945,-0.00053,-0.60221,-473.83451,-4.45789,-0.00114,-0.04491,-0.00034,0.09968,425.75294,1.85741,0.00079,-0.00048,-0.00259,0.11563,-159.97639,0.29486,-0.00147,-0.04842,-0.00085
>10373	1	0.14363,-512.67675,1.02043,-0.00240,-0.09674,0.00041,0.26723,66.69740,1.72061,-0.00071,-0.00472,-0.00037,-0.30984,545.77674,-1.81454,0.00367,0.09988,0.00018,-0.57934,-557.75201,-1.73889,-0.00310,-0.11768,-0.00222
>10374	1	-0.11030,504.73717,-0.95917,0.00256,0.08665,-0.00041,-0.28516,42.14778,-1.57576,0.00014,-0.00094,-0.00146,-0.21757,-29.64815,-0.54734,-0.00014,-0.02631,0.00001,0.17260,-479.31556,1.30507,-0.00194,-0.06380,-0.00086
>10375	1	-0.19273,-126.26523,0.71108,-0.00087,-0.04977,-0.00037,-0.36519,-315.87600,-4.42563,-0.00198,-0.04317,-0.00022,0.11775,-650.73194,-2.46549,-0.00294,-0.04493,0.00001,0.28491,-278.32375,1.89187,-0.00240,-0.07189,-0.00006
>10376	1	-0.03934,28.34108,-0.03477,-0.00006,-0.00768,-0.00005,-0.04563,-379.77837,0.14950,-0.00187,-0.05945,0.00030,0.15416,54.69896,1.25250,0.00042,0.01839,-0.00003,0.01966,472.65656,-0.20000,0.00185,0.03894,-0.00078
>10377	1	0.88329,44.92302,1.12313,0.00135,0.05621,-0.00059,-0.22966,-540.94593,-4.00063,-0.00491,-0.11050,0.00025,-0.65079,-156.86956,-1.17382,-0.00245,-0.11438,0.00051,-0.48597,174.50507,0.89125,0.00175,0.01323,0.00007
>10378	1	0.35280,451.75869,3.00505,0.00245,0.04501,-0.00149,-0.22832,-322.91356,0.02478,-0.00165,-0.09215,-0.00154,-0.24345,-23.53370,-2.23852,-0.00067,-0.00694,0.00225,-0.41397,259.69111,-2.51181,0.00081,0.03842,-0.00095
>10379	1	0.41864,51.49164,1.54068,-0.00089,-0.02433,-0.00027,-0.30220,203.11594,-2.81050,0.00207,0.05750,-0.00018,-0.38541,-437.09972,-2.53083,-0.00317,-0.06271,-0.00024,0.37459,-284.80181,1.17812,-0.00147,-0.03077,-0.00024
>10380	1	0.09237,-37.58899,-1.17948,-0.00044,-0.00117,0.00001,-0.28523,-382.91401,-2.30935,-0.00296,-0.08448,-0.00010,-0.42399,-94.82331,-0.81440,-0.00137,-0.04301,-0.00003,-0.06697,378.95996,1.90241,0.00220,0.06271,0.00001
>10381	1	-0.11756,-183.22859,-1.65481,-0.00110,-0.04499,-0.00012,-0.52695,717.12580,-0.71042,0.00427,0.12380,-0.00044,-0.57991,-270.85161,-1.63477,-0.00221,-0.07183,-0.00047,0.55250,371.20249,1.54850,0.00270,0.08749,-0.00051
>10382	1	-0.02188,34.69886,0.04078,-0.00064,0.01132,-0.00231,-0.26783,38.25056,-0.41825,0.00069,-0.00399,0.00052,-0.03755,-127.49515,-1.10853,-0.00084,-0.02170,-0.00102,0.01344,-41.36887,-0.22458,-0.00024,-0.01559,-0.00110
>10383	1	-0.05086,-13.03521,-1.25926,0.00011,0.00308,-0.00665,-0.09563,-11.24978,-2.47699,-0.00003,-0.00322,-0.00631,0.09917,-2.63001,2.63535,-0.00017,-0.00695,0.01278,-0.06040,-65.95366,-0.92161,-0.00036,-0.00825,-0.00630
>10384	1	-0.04528,159.59017,-0.05526,0.00103,0.03948,-0.00106,0.10982,-270.21274,0.47285,-0.00128,-0.02767,-0.00040,0.03778,-241.99188,0.75747,-0.00103,-0.03624,-0.00037,0.02331,-17.68442,-0.27186,0.00023,0.00021,-0.00063
>10385	1	0.07251,-193.65971,-1.06302,-0.00118,-0.01551,-0.00025,-0.12312,92.97074,0.04018,0.00004,-0.00507,0.00007,-0.31587,65.66128,-2.68892,0.00058,0.03063,-0.00011,0.11203,-316.69349,-0.47881,-0.00264,-0.05094,0.00029
>10386	1	-0.39331,-144.26953,-1.85464,-0.00093,-0.03730,0.00006,-0.12745,-137.76358,-1.79453,-0.00095,-0.02232,-0.00013,-0.20352,-473.62854,-1.81516,-0.00236,-0.04079,-0.00035,0.14608,178.38914,0.41964,0.00136,0.04036,0.00009
>10387	1	-0.63107,108.52201,-3.47915,0.00052,0.00972,-0.00008,0.18116,-394.65138,-0.02582,-0.00246,-0.05071,-0.00015,0.02360,-185.70198,-0.25534,-0.00113,-0.03222,-0.00004,-0.55842,226.74709,-2.99204,0.00194,0.04048,-0.00016
>10388	1	0.03517,-132.72959,-0.27222,-0.00088,-0.01256,-0.00028,0.20093,-137.93576,2.07563,-0.00177,-0.04127,0.00182,-0.25285,379.93263,-0.32123,0.00216,0.04751,-0.00053,-0.10323,-18.98589,-0.89831,0.00000,-0.00511,0.00018
>10389	1	0.14917,-282.28742,0.97323,-0.00220,-0.06299,0.00101,-0.05587,102.75779,-0.76809,0.00116,0.03481,-0.00372,-0.35169,-134.92340,-1.58859,-0.00042,-0.01324,-0.00088,-0.10415,-187.03910,-0.57196,-0.00132,-0.03312,0.00048
>10390	1	0.03782,116.13064,0.95396,0.00095,0.02479,-0.00002,-0.10080,68.33763,1.00823,-0.00004,0.00060,-0.00021,-0.09109,217.86756,0.51999,0.00197,0.05171,0.00010,0.04251,-51.77187,1.34523,-0.00075,-0.01785,0.00020
>10391	1	0.02535,140.39000,-0.49000,0.00097,0.03739,0.00363,-0.08689,-375.00500,-0.98000,-0.00225,-0.04889,-0.00116,-0.04400,806.49000,1.45333,0.00417,0.09513,-0.00458,-0.00062,-1770.62000,-0.48000,-0.01029,-0.28382,-0.00601
>10392	1	0.00003,-73.06978,-2.24717,0.00013,0.00364,-0.00014,-0.81925,-63.08168,-0.57595,-0.00177,-0.07350,0.00011,0.01586,46.94738,-1.42477,0.00066,0.03163,-0.00024,0.39501,138.02662,4.12712,0.00036,0.02045,0.00013
>10393	1	-0.15944,-432.77069,-1.61851,-0.00262,-0.07315,-0.00055,-0.18016,-36.12229,-0.96691,0.00012,-0.00365,-0.00026,-0.08292,3.64975,0.36708,-0.00045,0.00520,-0.00037,0.05025,13.51404,0.06113,-0.00002,-0.00818,-0.00131
>10394	1	-0.47807,-138.69640,-2.43138,-0.00098,-0.05069,-0.00020,0.61670,-51.95240,4.60465,-0.00030,-0.00383,0.00021,-0.29030,76.53446,-4.58503,0.00078,0.02581,-0.00037,0.18427,171.64527,3.67140,0.00069,-0.00026,0.00043
>10395	1	-0.15638,43.33112,-2.09794,0.00040,0.01252,-0.00099,-0.12754,-223.81309,-1.42246,-0.00043,-0.01037,0.00031,0.02067,55.28816,-0.37047,-0.00003,0.01318,-0.00093,-0.04472,-71.00454,0.20686,-0.00139,-0.01386,0.00205
>10396	1	-0.19021,-386.44693,0.90321,-0.00286,-0.11073,-0.00181,-0.16629,-283.43154,0.24160,-0.00191,-0.06962,-0.00145,0.06537,518.13266,-0.42626,0.00314,0.11423,-0.00067,-0.20840,-216.91661,-0.44449,-0.00136,-0.04137,0.00153
>10397	1	-0.16469,720.10712,2.37712,0.00412,0.07693,-0.00094,-0.14110,-878.61964,-0.16859,-0.00568,-0.14868,-0.00090,0.16720,-1415.87109,-2.87084,-0.00954,-0.18149,-0.00044,-0.28168,-459.51391,-6.34266,-0.00162,-0.00196,0.00052
>10398	1	-0.15677,-260.20474,-2.01026,-0.00104,-0.03423,-0.00062,-0.23775,91.96510,-1.25303,0.00012,-0.00985,0.00041,-0.11585,-97.51419,-1.30150,-0.00007,0.00740,-0.00056,0.35698,182.51435,2.31074,0.00070,0.02968,0.00054
>10399	1	-0.32533,-1048.16316,-0.83929,-0.00800,-0.19136,-0.00061,-0.01673,732.63765,-0.84740,0.00450,0.13063,0.00132,0.67263,-333.32703,1.19960,-0.00059,0.00427,-0.00281,-0.76017,-370.49727,-1.42340,-0.00428,-0.15490,-0.00277
>10400	1	0.17737,-573.10765,1.31221,-0.00416,-0.10275,-0.00310,0.10660,489.16807,2.03878,0.00287,0.07341,0.00032,-0.04325,-618.58590,-2.02559,-0.00391,-0.07581,-0.00016,-0.03814,194.65235,0.35589,0.00209,0.02556,-0.00083
>10401	1	-0.63059,-399.28404,-3.53582,-0.00161,-0.02888,-0.00430,0.41965,288.41515,2.17190,-0.00015,0.01095,0.00601,-0.45147,-541.16160,-3.87674,-0.00093,-0.03359,-0.00469,0.25887,520.14640,1.73673,0.00093,0.02610,-0.00037
>10402	1	0.50429,-1196.32999,1.66388,-0.00694,-0.16916,-0.00035,-0.05268,450.38102,0.31685,0.00028,0.02902,0.00156,-0.18128,-277.47696,-0.82776,-0.00268,-0.06293,-0.00138,0.02911,139.79073,-0.77923,0.00174,0.05711,-0.00244
>10403	1	-0.05472,-548.34529,-0.76852,-0.00252,-0.08550,0.00052,-0.28121,-423.64611,-2.02645,-0.00178,-0.06837,-0.00258,0.40291,1020.85683,1.34341,0.00442,0.16312,0.00312,0.08155,-615.91637,1.38753,-0.00357,-0.11271,0.00022
>10404	1	0.09833,-77.61538,0.83396,-0.00117,-0.04262,0.00156,-0.09455,-462.15985,-0.62010,-0.00275,-0.08054,-0.00345,-0.46037,926.03383,-1.75846,0.00616,0.18719,-0.00439,-0.49167,-195.88060,-1.32593,-0.00059,-0.03420,-0.00181
>10405	1	-0.18138,-128.95759,-3.11681,-0.00024,0.00107,-0.00594,-0.22116,-190.19521,-2.05922,-0.00074,-0.00888,-0.00193,0.05758,-125.32538,0.86991,-0.00038,-0.02249,-0.00133,-0.31832,-267.09062,-3.59016,-0.00096,-0.02228,0.01012
>10406	1	-0.01447,-0.37372,-0.47639,-0.00026,-0.00059,-0.00245,-0.11712,-401.55181,0.09028,-0.00153,-0.06592,0.00002,-0.01034,-0.26694,-0.34028,-0.00019,-0.00042,-0.00175,0.02864,-10.55722,0.04861,-0.00071,-0.00560,0.00048
>10407	1	-0.12641,-283.92714,-0.11295,-0.00170,-0.06496,-0.00602,-0.35040,-265.49000,-0.45271,-0.00307,-0.07670,0.00261,-0.14488,-120.87000,-0.31037,-0.00091,-0.02810,0.00106,-0.16711,-421.64000,0.02438,-0.00174,-0.07053,-0.01010
>10408	1	0.42914,194.73494,2.28036,0.00226,0.02363,0.00003,-0.09331,44.39533,-0.76850,-0.00154,-0.00564,-0.00003,-0.45469,-438.40514,-2.35969,-0.00237,-0.05693,-0.00002,-0.22664,-137.23852,-3.11848,-0.00149,-0.02105,-0.00020
>10409	1	-0.24631,377.89462,-1.24113,0.00148,0.05810,-0.00167,0.03264,294.78580,-0.72925,0.00144,0.04243,0.00027,-0.10802,24.34076,-0.46227,-0.00006,-0.01252,-0.00155,-0.15034,-172.36152,-2.67725,-0.00033,-0.01671,-0.00115
>10410	1	-0.06035,-46.87537,-1.17617,-0.00003,0.00072,-0.00118,0.17425,186.63897,3.04145,0.00036,0.02045,-0.00121,-0.11904,-261.49980,-1.31403,-0.00055,-0.02562,-0.00026,-0.19054,-60.95628,-1.07510,-0.00029,-0.01198,0.00046
>10411	1	-0.50284,-349.01989,-1.01953,-0.00334,-0.10707,-0.00192,0.11012,482.40256,0.06832,0.00187,0.08700,0.00105,-0.32664,-284.29096,-2.08460,-0.00058,-0.05709,-0.00101,0.08381,224.10269,-0.59445,0.00105,0.04542,-0.00184
>10412	1	-0.43437,-452.70594,-0.72703,-0.00308,-0.10473,-0.00105,0.15614,207.35760,0.06488,0.00058,0.04240,0.00179,-0.08401,-158.69353,0.18329,0.00041,-0.02316,-0.00137,-0.06485,308.64098,-0.30136,0.00091,0.03768,-0.00324
>10413	1	-0.39747,-522.32219,-0.85900,-0.00329,-0.11490,-0.00092,0.05071,-16.30911,-0.80556,-0.00049,-0.00640,0.00259,-0.02102,81.56895,-0.24750,0.00132,0.02063,-0.00099,0.07950,160.74917,0.60143,0.00074,0.02829,-0.00255
>10414	1	-0.27023,-633.55429,-1.11252,-0.00594,-0.09131,0.00002,0.16360,-586.76000,2.53641,-0.00214,-0.10205,-0.00005,-0.44204,803.95800,-4.61559,0.00321,0.13834,0.00002,0.31927,-168.84250,-0.08266,-0.00007,-0.01959,-0.00014
>10415	1	-0.11329,231.32625,-1.15354,0.00191,0.04192,0.00089,-0.01130,-91.62993,-0.62417,-0.00090,-0.01309,0.00146,-0.08759,-317.39122,0.30664,-0.00148,-0.08161,-0.00431,0.03052,-381.57263,-0.72540,-0.00204,-0.06879,-0.00308
>10416	1	0.17381,75.10135,1.98987,0.00017,0.01701,0.00016,-0.02560,-190.91628,-1.76435,-0.00053,-0.02106,-0.00024,-0.38988,179.80748,-2.63879,0.00087,0.01997,-0.00028,-0.70335,-51.97314,-4.93302,-0.00082,-0.03835,-0.00013
>10417	1	-0.06647,-411.32921,0.80428,-0.00307,-0.07691,0.00038,0.09775,539.20934,-2.34731,0.00388,0.10962,-0.00117,-0.14744,-251.02781,0.82963,-0.00208,-0.05607,-0.00032,0.22447,-138.59193,-0.00497,0.00056,0.02917,0.00078
>10418	1	-0.34369,-151.85455,-3.14256,-0.00061,-0.02946,-0.00286,0.29938,118.08000,3.14937,-0.00039,0.01701,-0.00327,-0.31465,-134.40000,-3.16049,-0.00041,-0.02467,-0.00424,0.36187,169.92000,3.15187,0.00142,0.03760,0.01023
>10419	1	0.09869,71.23034,-2.54007,0.00068,0.04728,-0.00025,0.02122,-307.06804,-0.88273,-0.00247,-0.03155,-0.00136,-0.16690,-86.86704,2.54255,0.00033,-0.01294,0.00105,0.08529,-226.33252,-1.92435,-0.00115,-0.05535,-0.00162
>10420	1	-0.25254,17.71028,-0.98210,0.00106,0.01481,0.00009,-0.78094,-101.22032,-3.51226,-0.00029,-0.01277,-0.00231,0.46411,-175.16944,4.06012,-0.00210,-0.07116,-0.00003,0.40560,-556.29022,-0.26054,-0.00309,-0.05828,-0.00050
>10421	1	0.25672,-90.51972,1.83040,-0.00020,-0.00423,-0.00003,-0.08037,8.76046,0.51452,-0.00038,0.00032,0.00003,0.22164,-116.31570,-0.45131,-0.00132,-0.02980,-0.00012,-0.29005,-871.83836,-0.02297,-0.00675,-0.16755,-0.00023
>10422	1	-0.31720,-24.12625,0.02035,-0.00031,-0.01636,-0.00007,-0.55929,-254.94000,-3.89300,-0.00132,-0.01241,-0.00007,0.19245,21.82333,-3.58747,0.00067,0.05431,0.00023,0.27076,-392.33000,1.96738,-0.00412,-0.11744,-0.00058
>10423	1	-0.07532,-840.53557,-1.24618,-0.00660,-0.13049,-0.00072,-0.21995,-766.05553,-3.85890,-0.00240,-0.04384,-0.00099,0.15256,755.88239,1.28446,0.00359,0.09296,-0.00049,0.09818,854.06960,2.76693,0.00224,0.06297,0.00215
>10424	1	-0.00879,-1064.65360,-1.01973,-0.00744,-0.15763,-0.00043,-0.07440,-111.74660,-0.31240,0.00024,0.00163,-0.00266,-0.03501,78.20954,0.01074,0.00081,0.01640,-0.00120,0.00093,-880.49560,-0.77440,-0.00656,-0.13758,-0.00001
>10425	1	-0.27402,-478.54044,-0.47411,-0.00251,-0.07132,-0.00042,-0.14742,-52.04972,-0.69763,-0.00105,-0.02956,-0.00283,0.11258,-321.66627,0.02260,-0.00274,-0.05052,0.00139,0.00329,134.43187,-2.09367,0.00047,0.05508,-0.00270
>10426	1	-0.11502,-471.24883,-2.08221,-0.00218,-0.05499,-0.00022,-0.38099,-69.79133,-3.50339,-0.00098,-0.02247,-0.00010,0.00938,323.58679,1.11627,0.00187,0.04932,0.00020,0.35771,-629.53849,2.00414,-0.00304,-0.07279,-0.00018
>10427	1	0.01389,554.46082,-0.13620,0.00343,0.10010,0.00145,-0.01843,-502.36656,0.72276,-0.00289,-0.08661,-0.00264,-0.18334,-1048.14724,-0.31321,-0.00692,-0.18635,-0.00439,-0.06140,-948.05533,0.31249,-0.00674,-0.16927,-0.00225
>10428	1	-0.59335,-530.91893,-6.13056,-0.00116,-0.03310,0.00064,0.43222,221.02000,3.36224,-0.00092,-0.01964,-0.00335,-0.48008,-307.06550,-5.75309,-0.00130,0.00644,-0.00226,0.62762,190.07000,7.23109,0.00051,-0.00988,-0.00117
>10429	1	0.07436,-200.19889,0.80390,-0.00079,-0.02506,-0.00008,0.12925,110.61250,1.85465,0.00014,-0.00107,0.00025,-0.08476,-5.77714,-1.57153,0.00010,0.00163,-0.00002,0.05519,-75.58667,0.32540,-0.00027,-0.00922,-0.00005
>10430	1	-0.06635,13.03202,-3.22108,-0.00021,-0.00198,-0.00347,-0.68955,19.96335,-0.28771,-0.00015,-0.02815,-0.00223,0.21407,-235.93654,-0.10247,-0.00186,-0.02072,0.00470,0.30726,-44.40662,2.86509,-0.00010,-0.00109,-0.00005
>10431	1	-0.08776,-159.93890,-0.13742,-0.00104,-0.02592,0.00001,-0.11436,26.40631,-1.16966,0.00001,-0.00565,-0.00001,-0.06117,80.38660,-0.44599,0.00054,0.01743,-0.00001,-0.02528,-213.51832,-0.07840,-0.00145,-0.04640,-0.00001
>10432	1	-0.03872,97.58752,-0.76180,0.00025,-0.00150,0.00005,-0.26380,-274.30859,-1.41575,-0.00167,-0.06379,-0.00016,0.23489,-98.48516,2.15011,0.00013,0.02736,-0.00008,-0.43058,-394.20633,-2.06844,-0.00226,-0.09171,-0.00013
>10433	1	0.01233,-30.60395,0.01667,0.00000,-0.00002,-0.00130,-0.08578,-26.33176,-1.01800,-0.00083,-0.01999,-0.00284,-0.00750,-17.48633,-0.75000,-0.00000,-0.00000,-0.00063,-0.24227,25.03320,-2.80667,0.00039,-0.01351,-0.00195
>10434	1	0.04936,255.21261,1.33004,0.00131,0.01521,-0.00253,0.04564,-442.57388,0.48653,-0.00362,-0.07391,-0.00297,0.01151,-750.59321,-1.30922,-0.00412,-0.09969,0.00358,-0.18426,-470.98743,-2.80711,-0.00233,-0.04196,0.00142
>10435	1	-0.45482,-347.35556,-1.00956,-0.00329,-0.11063,-0.00008,-0.03423,-53.38889,-2.34722,-0.00018,-0.00264,-0.00030,-0.89434,-377.61111,-0.61111,-0.00402,-0.13696,0.00010,0.88786,579.56944,3.49111,0.00530,0.20564,-0.00014
>10436	1	-0.28993,576.99585,-1.77962,0.00275,0.07934,-0.00201,0.10028,762.73122,-0.43852,0.00328,0.13151,0.00074,0.16470,186.15632,0.38932,0.00097,0.04048,-0.00060,0.04159,-42.42553,-0.17844,0.00016,0.01371,-0.00020
>10438	1	-0.02582,24.45914,-1.02709,-0.00021,0.00318,0.00001,-0.49905,-65.89171,-5.69119,-0.00062,-0.01167,-0.00029,0.05891,142.61475,1.89249,0.00098,0.01014,0.00012,0.14755,18.36077,2.50651,0.00003,0.00254,0.00004
>10439	1	0.25660,76.72611,3.00628,0.00129,0.02099,0.00022,-0.20532,-55.62221,-1.65715,-0.00045,-0.00189,0.00010,-0.61751,210.91202,-5.75246,0.00078,0.03112,-0.00035,-0.42653,-134.42035,-5.28672,0.00018,-0.00135,0.00001
>10440	1	-0.35298,-207.42383,-0.62130,-0.00147,-0.04884,-0.00218,0.10434,-210.46123,-0.06969,-0.00178,-0.03477,-0.00117,0.06882,114.61721,0.37062,0.00127,0.02147,-0.00239,-0.23041,-248.44898,-0.56404,-0.00174,-0.04800,0.00321
>10441	1	-0.05388,-61.87627,-0.03875,-0.00043,-0.01190,-0.00004,-0.18458,-343.68004,-2.57143,-0.00150,-0.03310,-0.00147,-0.15012,-90.04228,-1.05833,0.00019,-0.00472,-0.00097,0.20842,-660.90143,1.89000,-0.00234,-0.08460,0.00038
>10442	1	0.27798,-191.52545,1.65337,-0.00146,-0.01569,-0.00254,-0.50369,-219.29021,-1.54755,-0.00248,-0.06342,-0.00290,-0.30753,72.96762,-2.71259,0.00198,0.03631,0.00658,-0.19551,-32.46563,-1.74766,0.00058,0.04915,-0.00518
>10443	1	-0.31382,-331.24223,-1.95199,-0.00102,-0.09034,-0.00308,0.19872,14.58646,1.50328,-0.00017,0.02393,-0.00680,-0.00409,-170.63287,-1.71759,-0.00180,-0.01717,0.00790,-0.22192,-428.93563,-4.25016,-0.00320,-0.08920,-0.00098
>10444	1	-0.84158,-1070.28400,-0.94000,-0.00904,-0.28657,-0.00610,0.12678,730.69000,0.97500,0.00585,0.18491,0.00249,-1.16900,-1240.29000,-0.93667,-0.00970,-0.33888,-0.00083,1.96368,1247.78500,0.72500,0.01259,0.41055,-0.00305
>10445	1	-0.11406,-99.31239,-0.64350,-0.00011,-0.00230,-0.00201,-0.21215,-310.70268,-4.10130,-0.00096,-0.01807,-0.00075,0.20117,176.41934,1.54257,0.00016,0.00807,-0.00349,-0.07286,50.18064,-0.58803,0.00035,-0.00681,-0.00066
>10446	1	-0.25691,-315.31589,-2.47857,-0.00079,-0.07312,-0.00425,0.04462,4.39671,1.10692,-0.00086,0.00844,-0.00110,-0.12960,-193.60993,0.23333,-0.00182,-0.04332,0.00092,-0.20095,-167.89724,-1.98182,0.00014,-0.03910,-0.00382
>10447	1	0.30702,121.92162,0.37117,0.00049,0.02121,0.00012,-0.11369,-246.20842,0.47788,-0.00062,-0.04190,0.00010,0.15372,-401.39985,-1.66693,-0.00158,-0.02951,-0.00036,0.39713,-20.60989,2.03036,-0.00003,0.02463,-0.00008
>10448	1	-0.03649,-336.63364,-0.04768,-0.00228,-0.05853,-0.00349,-0.02547,175.36100,-0.32189,0.00039,0.02375,-0.00196,-0.05814,-438.79667,0.27889,-0.00089,-0.06224,0.00031,-0.10535,9.11000,-0.45139,-0.00117,-0.01254,0.00194
>10449	1	-0.24842,369.32267,-1.58084,0.00151,0.05028,-0.00086,-0.08172,-69.76112,-1.47762,-0.00101,0.00518,0.00090,0.23372,59.94110,0.84143,0.00090,0.02416,-0.00011,0.18375,-126.15547,1.98067,-0.00131,-0.03326,-0.00055
>10450	1	-0.22726,-21.32490,-0.86366,0.00041,-0.00044,0.00041,0.22674,-467.60669,0.28223,-0.00250,-0.05911,-0.00230,-0.08670,5.32473,0.65267,-0.00046,-0.00851,0.00039,0.05643,-291.00505,1.02658,-0.00185,-0.05417,0.00053
>10451	1	-0.04250,-115.48944,0.12681,-0.00085,-0.03576,-0.00318,-0.00543,60.70948,-0.96346,0.00078,0.01988,0.00104,-0.05707,-221.75982,-0.07379,-0.00120,-0.02901,-0.00051,0.03080,-365.52572,-0.70804,-0.00120,-0.04577,-0.00170
>10454	1	-0.18111,21.32227,-1.77616,0.00002,0.00171,0.00002,-0.06911,-51.04026,-0.56122,-0.00105,-0.03502,-0.00014,-0.25879,-26.03336,-3.05407,-0.00003,-0.00304,-0.00023,0.44828,-77.48806,4.16111,0.00033,0.02827,0.00011
>10455	1	0.36716,-168.36997,-1.12444,-0.00094,0.00878,-0.00003,-0.13651,-318.81763,-3.82500,-0.00224,-0.02469,-0.00008,0.09956,94.68227,1.81340,-0.00013,-0.02005,0.00014,0.12967,278.34160,2.46254,0.00156,0.01064,-0.00011
>10456	1	-0.14439,-154.00000,-0.29377,-0.00065,-0.00984,-0.00023,-0.46868,37.48636,-3.28493,0.00044,-0.00852,0.00027,-0.15425,68.63200,-0.65033,0.00004,-0.01128,-0.00010,-0.30140,-532.67222,0.82025,-0.00323,-0.10972,-0.00025
>10457	1	-0.14112,-120.35130,-2.00240,-0.00035,-0.01207,-0.00019,0.03542,-27.80265,0.08084,-0.00048,-0.00817,-0.00007,-0.07263,41.21035,-1.83869,0.00015,0.00077,-0.00019,0.01885,-9.78529,1.80521,0.00006,0.01111,0.00005
>10458	1	0.11077,37.66741,-0.08036,0.00026,0.02109,-0.00414,-1.22551,-1309.76562,-3.12250,-0.00980,-0.34468,0.00116,-0.62502,-263.67188,-0.27150,-0.00331,-0.09747,-0.00279,1.61712,1485.54688,3.44250,0.01225,0.40129,0.00599
>10459	1	-0.00823,-53.55117,-0.01433,-0.00024,-0.01973,-0.00093,-0.22136,-221.62464,-1.51044,-0.00161,-0.04241,0.00036,0.01956,-96.58542,-0.66856,-0.00075,0.00513,-0.00080,-0.03421,-221.48290,-0.40345,-0.00242,-0.07769,0.00230
>10460	1	-0.22569,27.42413,-0.98110,0.00069,-0.00480,-0.00000,0.31463,-548.04136,-0.01521,-0.00324,-0.07007,-0.00056,-0.09110,-18.06921,-1.47481,-0.00077,-0.00400,-0.00039,-0.01695,99.30534,2.01934,-0.00020,-0.01448,0.00125
