	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24
101	-0.33687	-147.75652	-3.14677	-0.00056	-0.02834	-0.00318	0.29937	118.08	3.14937	-0.00039	0.01701	-0.00327	-0.32378	-139.88571	-3.15485	-0.00047	-0.02618	-0.00381	0.36188	169.92	3.15187	0.00142	0.0376	0.01023
102	-0.39612	-424.79271	-4.21084	-0.00141	-0.0335	0.0004	0.29502	389.0919	1.6571	0.0012	0.03125	-0.0011	-0.3888	-325.88389	-2.77097	-0.00212	-0.01309	-0.00104	0.01068	-615.4446	1.6796	-0.0045	-0.13817	-0.0005
103	0.2849	145.51016	0.68242	0.00139	0.04924	5e-05	-0.46001	-259.5735	-3.10049	-0.00083	-0.01985	-0.00017	0.35906	38.19083	0.18623	0.00025	0.01783	-0.00057	0.12634	34.3099	1.53084	-0.00024	-0.00316	0.00045
104	-0.12947	62.3996	-0.88826	0.00155	0.03279	-0.00411	0.02077	244.03375	-0.83299	-7e-05	-0.00128	0.00216	-0.12484	-348.69015	-0.15437	-0.00132	-0.04784	-0.00166	-0.08595	-211.86166	-1.19393	-0.00239	-0.05138	-0.00496
105	0.39117	-324.34582	0.66283	-0.00173	-0.02002	0.00062	0.06904	258.58838	-0.55237	0.00225	0.02989	-0.00101	-0.24837	-478.85332	-2.4636	-0.00354	-0.11575	-0.00204	-0.03357	26.93072	0.34949	0.00074	0.00456	-0.00156
106	0.39667	-1712.29507	-0.22484	-0.00856	-0.22194	-0.0017	-0.07394	1489.5506	0.94785	0.00848	0.2109	-0.00044	0.11926	-1431.5764	-1.47954	-0.007	-0.17786	-0.0022	-0.797	1485.10727	-0.80973	0.00704	0.1815	0.00216
107	0.41864	51.49164	1.54068	-0.00089	-0.02433	-0.00027	-0.3022	203.11594	-2.8105	0.00207	0.0575	-0.00018	-0.38541	-437.09972	-2.53083	-0.00317	-0.06271	-0.00024	0.37459	-284.80181	1.17812	-0.00147	-0.03077	-0.00024
108	-0.23417	-96.2823	0.14545	-0.00183	-0.05344	0.003	-0.2022	37.52578	-1.106	0.0012	0.03485	-0.00116	-0.09389	-413.47435	-0.59444	-0.00181	-0.04491	-0.00445	0.27406	-587.54847	-0.0375	-0.00278	-0.06819	-0.00473
109	0.17381	75.10135	1.98987	0.00017	0.01701	0.00016	-0.0256	-190.91628	-1.76435	-0.00053	-0.02106	-0.00024	-0.38988	179.80748	-2.63879	0.00087	0.01997	-0.00028	-0.70335	-51.97314	-4.93302	-0.00082	-0.03835	-0.00013
110	-0.33059	-642.36773	-1.62712	-0.0043	-0.12827	0.00067	-0.33762	641.37435	-0.06665	0.00262	0.07752	-0.00145	0.42695	-585.74469	1.6651	-0.0028	-0.04943	0.0002	-0.86521	581.08927	-2.40457	0.00447	0.07872	-0.00073
111	-0.03726	90.15271	-1.0666	0.00043	0.03094	0.00066	-0.26915	-112.65357	-1.45512	-0.00062	-0.02047	0.00015	-0.01271	68.01844	0.31606	-0.0004	-0.00051	-7e-05	0.15575	69.24408	1.59709	0.00034	0.01687	0.00013
112	0.12113	94.8817	-0.10503	-0.00097	0.00211	0.00366	0.34718	478.02515	0.33471	0.00307	0.10782	-7e-05	-0.4947	-359.12388	-1.50343	-0.00168	-0.02704	-0.00221	-0.48486	-277.58206	-0.72269	-0.00221	-0.07183	-0.00209
113	-0.19901	21.54974	-2.03744	2e-05	0.00116	-0.0	-0.08079	-45.30016	-0.7948	-0.00095	-0.03277	-0.00016	-0.23469	-22.76672	-2.63	-2e-05	-0.0019	-0.00019	0.4848	-54.51326	4.77528	0.00028	0.02505	0.00024
114	-0.06635	13.03202	-3.22108	-0.00021	-0.00198	-0.00347	-0.68955	19.96335	-0.28771	-0.00015	-0.02815	-0.00223	0.21407	-235.93654	-0.10247	-0.00186	-0.02072	0.0047	0.30726	-44.40662	2.86509	-0.0001	-0.00109	-5e-05
115	-1.0431	-430.94259	-0.88143	-0.00443	-0.16938	-0.00364	0.86668	-411.60229	0.775	-0.00124	0.02375	-0.00075	-0.59004	-372.39787	-1.388	-0.00192	-0.11372	-0.00096	-0.1535	449.46188	1.8825	-0.00089	0.03306	0.00542
116	0.38031	17.7425	1.51556	0.0004	0.00439	-0.00165	-0.04367	-288.90313	-1.485	-8e-05	-0.03822	-0.00281	0.0739	-11.1075	0.02857	-0.00058	0.01763	0.00235	-0.01522	-217.30917	0.84	-0.00103	-0.02125	-0.00282
117	0.06549	-557.48163	0.09179	-0.00432	-0.12337	-0.00352	0.17668	-1205.3638	0.60167	-0.00679	-0.16111	-0.00341	-0.03412	519.95641	-0.4905	0.00278	0.09997	0.00732	-0.1885	-1978.96266	-1.2925	-0.01287	-0.30717	-0.00442
118	0.12521	-332.50541	0.09314	-0.00222	-0.038	-0.00076	0.19167	315.14825	0.04975	0.00194	0.05124	0.00066	0.22302	-90.53614	1.0128	-0.00141	-0.02735	0.00039	0.11693	-362.07062	-0.49803	-0.00291	-0.05423	-0.00045
119	-0.32801	212.73248	-0.81056	0.00068	0.01264	0.00131	0.27839	-82.39321	3.91063	-0.00049	-0.01142	0.00131	0.04344	-246.64358	0.48556	-0.00093	-0.05481	-7e-05	-0.19972	-387.44899	-3.55422	-0.00048	-0.00729	-0.00068
120	-0.07942	-231.01528	-0.75886	-0.00193	-0.0303	0.00011	-0.10965	-292.80062	-0.1385	-0.00079	-0.03016	-0.00842	0.06774	-461.86076	-0.63583	-0.00175	-0.04422	-0.0	-0.00908	600.94094	0.02687	0.00246	0.05806	0.00846
121	-0.42606	-682.57459	-1.35833	-0.00609	-0.16501	0.00437	0.03479	265.77698	0.316	0.00281	0.0527	-0.0054	-0.13239	-1245.45638	-0.345	-0.00706	-0.21474	-0.00959	-1.12836	690.10088	-1.98	0.00229	0.06401	-0.0042
122	-0.14578	279.83607	-0.63193	0.00338	0.08941	-0.00039	0.6197	185.43247	-1.70763	0.00197	0.09012	-6e-05	-0.11284	-307.60441	-0.35907	-0.00293	-0.0791	-0.00269	0.12586	-202.77832	2.85947	-0.00212	-0.03884	-0.00107
123	0.02932	-55.65444	0.46329	5e-05	-0.00393	-0.00465	0.23816	-11.98625	2.42265	-0.00016	0.00249	-0.00105	-0.15523	-18.64571	-2.20389	-0.00011	0.00053	0.00138	0.07984	-89.56667	-1.0076	3e-05	0.00089	-0.00121
124	0.3528	451.75869	3.00505	0.00245	0.04501	-0.00149	-0.22832	-322.91356	0.02478	-0.00165	-0.09215	-0.00154	-0.24345	-23.5337	-2.23852	-0.00067	-0.00694	0.00225	-0.41397	259.69111	-2.51181	0.00081	0.03842	-0.00095
125	-0.17929	88.85663	-0.75952	0.00102	0.01179	-0.00031	-0.91876	257.27006	-3.56386	0.00059	-0.00259	-0.00116	0.48711	-154.70799	1.77504	-4e-05	0.00137	0.00017	0.69421	4.82979	3.00024	0.0011	0.03235	-0.00036
126	0.00182	136.18746	0.36925	0.00098	0.03652	-0.00089	-0.01714	-195.60324	-1.58815	-0.00087	-0.02868	-0.00154	-0.15046	-94.2597	-4.08933	-0.00096	-0.04292	7e-05	-0.08234	-313.1175	-1.43377	-0.00185	-0.05544	-0.00229
127	-0.81515	265.64746	-0.39707	-0.00081	-0.01265	0.00352	0.23957	442.53705	0.67906	0.0032	0.07883	0.00149	-0.50231	-325.95822	-0.53782	-0.00265	-0.08582	-5e-05	0.1575	-141.83958	0.70228	-0.00056	-0.01921	-9e-05
128	-0.0765	92.47412	0.092	0.001	0.00258	4e-05	-0.38113	-385.20291	-1.01331	-0.00113	-0.06319	-0.00098	-0.02916	-56.07455	0.56825	-0.00039	-0.00961	0.00061	-0.0747	10.67997	-0.51278	-0.0005	-0.01665	-5e-05
129	-0.11756	-183.22859	-1.65481	-0.0011	-0.04499	-0.00012	-0.52695	717.1258	-0.71042	0.00427	0.1238	-0.00044	-0.57991	-270.85161	-1.63477	-0.00221	-0.07183	-0.00047	0.5525	371.20249	1.5485	0.0027	0.08749	-0.00051
130	0.27296	101.23421	-0.2558	0.00098	0.03685	-0.00026	-0.63734	-91.14232	-2.03951	-0.00019	-0.03167	-0.00021	-0.661	-300.31154	-2.74728	-0.00234	-0.0815	-0.00018	-1.10712	-74.61268	-2.55122	-0.00062	-0.02748	7e-05
131	0.03223	178.26571	0.6617	0.00207	0.05149	-0.00022	-1.37913	125.9	-7.63312	0.00016	-0.00142	2e-05	0.08154	-541.822	-2.78388	-0.00484	-0.10681	-0.00028	1.06352	-866.66	7.20438	-0.00638	-0.14172	0.0
132	-0.32533	-1048.16316	-0.83929	-0.008	-0.19136	-0.00061	-0.01673	732.63765	-0.8474	0.0045	0.13063	0.00132	0.67263	-333.32703	1.1996	-0.00059	0.00427	-0.00281	-0.76017	-370.49727	-1.4234	-0.00428	-0.1549	-0.00277
133	-0.67779	-99.03654	-5.12198	0.00022	0.00359	-0.00062	0.63614	-245.18326	5.44684	0.00052	-0.03586	0.00026	-0.6703	292.43778	-3.37528	0.00284	0.0772	-0.00091	0.25656	120.15468	3.42325	0.00155	0.00097	-0.00023
134	-0.36652	-378.79333	-4.2489	-0.00321	-0.06529	-0.0013	-0.02425	-138.35	3.5856	-0.00163	-0.05956	0.00018	-0.63699	167.66429	-8.33947	0.00401	0.10201	-0.0013	0.54238	-429.745	2.69077	-0.00247	-0.06061	-0.00033
135	-0.64002	-471.79546	-0.26279	-0.00514	-0.15408	0.0006	0.39507	-133.11827	-0.49903	0.00183	0.03626	-0.00156	-0.50887	-447.1059	0.38196	-0.0049	-0.12791	0.00116	0.14585	273.38793	-0.58857	0.00283	0.05538	-0.00107
136	0.22372	-225.01635	0.67886	-0.0005	-0.01197	-0.00167	-0.11188	-828.09125	-0.09384	-0.00455	-0.14814	-0.00602	-0.1588	337.13932	-1.05989	0.00215	0.05339	0.00419	-0.37334	258.1335	-1.76772	0.00105	0.03521	0.00258
137	0.32759	-29.95338	0.27345	-0.00057	0.00928	0.00213	0.25379	146.65743	0.24775	0.0014	0.06096	0.00038	-0.11026	93.78693	-0.52046	0.00075	0.0426	-0.00109	-0.21885	-207.49673	-0.58926	-0.00156	-0.05161	-0.00048
138	-0.15993	-180.48723	-0.32488	-0.00031	-0.04434	-0.00473	0.01479	-287.75877	0.78615	-0.00112	-0.03637	-0.00182	0.06478	6.21839	-0.33296	-0.00019	0.01212	0.00166	-0.04017	-81.18323	-0.1356	-0.00148	-0.03183	0.00238
139	0.2566	76.72611	3.00628	0.00129	0.02099	0.00022	-0.20532	-55.62221	-1.65715	-0.00045	-0.00189	0.0001	-0.61751	210.91202	-5.75246	0.00078	0.03112	-0.00035	-0.42653	-134.42035	-5.28672	0.00018	-0.00135	1e-05
140	-0.4421	269.96982	-1.10246	0.00171	0.03826	-0.00046	-0.00066	-560.7559	-1.06328	-0.00288	-0.08913	-0.0005	-0.43469	-605.86211	-0.14247	-0.00274	-0.10362	0.00022	-0.02354	-324.90373	1.37193	-0.00347	-0.13645	0.00045
141	0.02917	-410.83157	0.34118	-0.00281	-0.06388	-0.00178	0.15896	339.93759	1.97424	0.00173	0.03822	-0.00052	0.06279	-207.49466	0.33399	-0.00038	-0.0096	0.00119	-0.09505	17.83869	-0.39777	-0.00063	-0.01733	-0.00385
142	-0.18111	21.32227	-1.77616	2e-05	0.00171	2e-05	-0.06911	-51.04026	-0.56122	-0.00105	-0.03502	-0.00014	-0.25879	-26.03336	-3.05407	-3e-05	-0.00304	-0.00023	0.44828	-77.48806	4.16111	0.00033	0.02827	0.00011
143	-0.2546	504.48507	-0.41213	0.00357	0.07586	-0.0014	-0.09339	-1270.48651	-1.20926	-0.00924	-0.20121	8e-05	-0.03995	-846.27623	0.58331	-0.00557	-0.16212	0.00013	-0.20666	483.39153	-0.04764	0.00419	0.0865	-0.00127
144	0.23793	-884.46259	0.2717	-0.00589	-0.12087	-0.00113	-0.15893	-1257.50396	-3.43021	-0.00767	-0.15472	-0.00157	-0.00837	1370.60412	2.05812	0.00615	0.16053	0.00213	-0.25254	-103.80563	-0.21563	-0.00013	-0.03484	-0.00072
145	0.01295	-544.54393	0.76286	-0.00211	-0.09793	-0.00352	-0.14025	-30.79833	-1.355	-0.00038	0.00905	-0.00156	-0.10784	340.5925	-1.956	0.00207	0.0742	-0.00232	-0.32968	-580.4475	-1.39	-0.0034	-0.11387	-0.00226
146	0.05944	74.15333	1.29643	-0.00029	0.00329	0.00145	-0.14595	-702.04637	-1.51011	-0.00328	-0.07898	-0.00049	0.01579	-12.76007	0.36177	0.00028	0.01613	0.00095	0.08542	638.52023	1.95271	0.00257	0.06112	0.00091
147	-0.14397	-253.46938	-3.45512	-0.0006	-0.02126	-0.00402	0.10645	-113.1424	2.07427	-0.00176	-0.01868	0.00212	-0.17938	82.57345	-0.71516	0.0005	0.01219	-0.00103	-0.00353	-102.73747	1.4361	0.00023	-0.0025	-0.00459
148	-0.00035	40.02395	-0.8211	0.00102	0.00964	-0.00068	-0.20438	-44.47441	1.19077	0.00039	-0.00801	-0.00117	-0.29999	197.69012	-4.08313	0.00053	0.0121	-0.00075	-0.00243	116.69884	-0.73145	0.00032	0.00851	-0.00016
149	-0.06647	-411.32921	0.80428	-0.00307	-0.07691	0.00038	0.09775	539.20934	-2.34731	0.00388	0.10962	-0.00117	-0.14744	-251.02781	0.82963	-0.00208	-0.05607	-0.00032	0.22447	-138.59193	-0.00497	0.00056	0.02917	0.00078
150	0.39358	170.57036	0.19913	0.00168	0.06443	-6e-05	0.39791	349.04972	0.14198	0.00248	0.08741	0.00069	0.30993	240.0794	-0.13247	0.00181	0.06007	0.00045	0.25762	227.05664	-0.37478	0.00173	0.05853	-0.0013
151	0.24084	-196.28125	0.96985	-0.00075	-0.04346	-6e-05	-0.39328	-170.57143	-2.47988	-0.00135	-0.01901	-6e-05	0.26326	-212.91667	-2.42117	-0.00114	0.00858	-8e-05	-1.31693	-247.2	-1.0721	-0.00315	-0.12194	-5e-05
152	-0.15867	-349.91592	0.74536	-0.00409	-0.11582	0.00389	-0.37617	820.12495	-0.84417	0.00662	0.15947	-0.00161	-0.04784	-970.90459	-1.3485	-0.00495	-0.10663	-0.00495	-0.79405	-252.95766	-2.2975	-0.00107	-0.03826	-0.0043
153	-0.27058	-348.65892	-0.74754	-0.0018	-0.06485	0.00078	-0.0985	-352.83085	-1.01023	-0.00171	-0.03906	-0.00384	0.07611	-32.53554	-0.38993	0.00042	0.03444	2e-05	0.03943	30.44927	1.59072	-0.00114	-0.04898	0.00055
154	0.10093	-3.25483	1.35874	2e-05	0.00282	5e-05	-0.56647	-85.75255	-6.88178	-0.00024	-0.01086	-0.00034	-0.56323	-124.0464	-6.25223	-0.00039	-0.01153	-0.00038	0.24737	10.49796	2.79433	-2e-05	0.00139	0.0001
155	0.13311	-194.34935	1.49522	-0.00201	-0.05302	0.00215	-0.15796	92.47558	-1.09224	0.00072	0.01688	0.0	-0.04626	-746.23127	0.19882	-0.00312	-0.09496	-0.00093	0.42771	-22.04388	1.02649	0.0002	0.03705	-0.00024
156	-0.72293	-340.1457	-0.85118	-0.00407	-0.11612	0.00212	0.19728	723.94156	0.28144	0.00522	0.13542	-0.00011	-0.02253	-378.00258	-0.50934	-0.00255	-0.0701	-0.00126	0.29485	-357.27161	-0.17355	-0.00119	-0.01926	-0.00174
157	-0.66233	177.02701	0.26	-0.00018	-0.01034	4e-05	0.15184	-112.37222	-1.00875	-0.00048	0.00737	-0.00054	-0.2005	-506.01767	-2.3	-0.00244	-0.08673	0.00047	0.54292	181.67857	0.635	0.00114	0.0622	-0.00064
158	-0.47211	296.62111	-2.53954	0.00298	0.04955	-0.00022	0.04825	-203.57875	0.91003	-0.00123	-0.07084	-0.0016	0.21998	-166.63286	1.92633	-0.00178	-0.0168	-0.00106	-0.34635	-161.29167	-4.2836	-0.00084	0.02829	0.00068
159	0.11674	-51.82839	-0.06656	-0.0011	-0.02962	0.00241	-0.16858	107.63146	-0.87386	7e-05	0.00995	-0.00015	-0.1652	-752.28762	-1.13101	-0.00341	-0.07072	-0.00166	-0.25788	-193.22721	-1.40818	-0.00105	-0.01269	-0.00162
160	-0.2352	-152.56797	-2.17071	-0.00111	-0.01711	-0.00046	-0.30587	58.06729	-2.05769	0.00151	0.02166	0.00069	0.07946	-218.9589	0.95917	-0.00262	-0.06306	0.00078	-0.25684	11.93396	-1.91818	0.00082	0.00332	-0.00081
161	-0.15677	-260.20474	-2.01026	-0.00104	-0.03423	-0.00062	-0.23775	91.9651	-1.25303	0.00012	-0.00985	0.00041	-0.11585	-97.51419	-1.3015	-7e-05	0.0074	-0.00056	0.35698	182.51435	2.31074	0.0007	0.02968	0.00054
162	0.09833	-77.61538	0.83396	-0.00117	-0.04262	0.00156	-0.09455	-462.15985	-0.6201	-0.00275	-0.08054	-0.00345	-0.46037	926.03383	-1.75846	0.00616	0.18719	-0.00439	-0.49167	-195.8806	-1.32593	-0.00059	-0.0342	-0.00181
163	0.04269	147.9319	-1.08385	0.00104	0.04891	-0.00132	-0.13463	194.37235	-0.40955	0.00081	-0.00467	0.00136	-0.22897	-176.374	-0.25308	-0.00107	-0.03294	-0.0005	-0.50226	326.91636	-0.64008	0.00176	0.04508	0.00027
164	0.00445	-39.68184	-0.55122	0.00026	0.00941	4e-05	0.11913	324.53327	2.43249	0.00184	0.03062	-0.00033	-0.1676	166.11188	-1.69319	0.00026	0.01192	-0.00074	-0.45601	-46.33469	-3.85078	0.00015	0.00354	-0.00023
165	-0.40372	-189.34288	-2.00688	-0.00092	-0.04351	4e-05	0.41214	224.50625	2.32561	0.00176	0.045	0.00016	-0.49857	64.70602	-2.58998	-0.00017	-0.00728	-8e-05	0.08698	-144.02834	1.26035	-0.00088	-0.04662	-0.00038
166	-0.08355	308.63582	4.36391	0.00105	0.01931	0.00041	-0.96529	57.23253	-3.58747	0.00053	-0.00267	0.0	-0.15021	-298.91847	-4.11918	-0.00088	-0.00288	-0.00043	-0.02989	-527.19395	-5.92299	-0.00293	-0.07022	-0.00053
167	-0.2826	151.73992	-3.18069	0.00122	0.0374	0.00175	0.13761	-141.87573	0.83683	-0.00126	-0.02842	0.00015	-0.15338	-231.09652	-0.36118	-0.00246	-0.05089	-0.00088	-0.07374	-518.0354	-0.63223	-0.00405	-0.08362	-0.00077
168	-0.04431	8.58619	-0.74577	0.00013	0.00686	6e-05	0.03658	-301.78975	0.45443	-0.00128	-0.03186	-8e-05	-0.23336	73.26684	-2.32505	0.00014	-0.0031	-0.00011	-0.21748	102.11633	-1.59702	0.00012	-0.00584	4e-05
169	-0.16469	720.10712	2.37712	0.00412	0.07693	-0.00094	-0.1411	-878.61964	-0.16859	-0.00568	-0.14868	-0.0009	0.1672	-1415.87109	-2.87084	-0.00954	-0.18149	-0.00044	-0.28168	-459.51391	-6.34266	-0.00162	-0.00196	0.00052
170	-0.25746	-247.13021	-0.42957	-0.00234	-0.05676	0.00138	-0.14004	21.15209	-0.02095	-8e-05	-0.01481	-0.00016	0.2996	-89.65817	1.44744	-0.00074	-0.01913	0.00034	0.06393	-158.31844	-0.70447	6e-05	0.00403	-0.00062
171	0.14709	239.00693	0.3004	0.00089	0.04823	-0.00222	0.02266	-1574.6859	-0.32735	-0.00853	-0.25712	-0.00108	-0.55412	-1217.34469	-1.17474	-0.00863	-0.24446	-0.00039	0.02611	1268.32027	-1.62827	0.00513	0.21557	0.0004
172	0.06606	-148.01219	2.00549	-0.00045	-0.02119	-0.00026	-0.16437	-45.97422	-2.06776	-0.00031	-0.01096	-0.0	-0.04276	1.84272	-1.81302	0.00011	0.00272	0.0	0.13706	-73.50736	0.41694	-0.00033	-0.00896	-2e-05
173	0.20008	-74.83634	1.18994	5e-05	0.01529	0.00038	-0.19026	-224.01078	-2.09146	-0.00025	-0.03226	-0.0002	-0.36637	197.7161	-1.69654	0.00042	0.00117	-0.00015	0.19194	-89.7382	0.90715	-0.00055	-0.01678	0.0001
174	-0.15519	-685.81688	-1.45917	-0.00579	-0.13594	-0.0009	-0.22505	224.7944	0.885	0.00354	0.0895	-0.00212	-0.2492	-369.78396	-3.53036	-0.00225	-0.02679	-0.0009	-0.42214	355.45473	-1.7225	0.00208	0.03711	0.00432
175	-0.34369	-151.85455	-3.14256	-0.00061	-0.02946	-0.00286	0.29938	118.08	3.14937	-0.00039	0.01701	-0.00327	-0.31465	-134.4	-3.16049	-0.00041	-0.02467	-0.00424	0.36187	169.92	3.15187	0.00142	0.0376	0.01023
176	0.52886	-30.57456	1.71946	0.00012	0.01673	6e-05	-1.83678	-125.7778	-2.39216	-0.00256	-0.10036	-3e-05	-1.5119	-76.62408	-4.12388	-0.00238	-0.09592	-0.00017	0.88207	203.6183	-2.62912	0.0027	0.07937	-0.00025
177	0.08516	277.00041	1.56823	0.00138	0.04027	0.0008	-0.11114	-227.21317	-0.79739	-0.00207	-0.04294	0.00168	-0.07683	-462.31026	-0.69947	-0.00331	-0.08009	6e-05	0.05556	-362.14525	0.4244	-0.00241	-0.06748	-0.00082
178	-0.19715	252.69675	-2.39399	0.00207	0.03959	-0.00317	0.02091	183.29571	-0.85556	0.00095	0.05409	0.00364	0.02077	-245.74016	1.06079	-0.00143	-0.06368	-0.00408	0.00589	-301.89468	-0.76145	-0.00212	-0.05404	0.00045
179	-0.09856	-275.09569	-0.38389	-0.00138	-0.04359	-0.00063	-0.35356	-102.14937	-2.24204	-0.00077	-0.01396	-0.00086	-0.22804	167.52371	-1.21516	0.00132	0.03142	-0.00048	0.09158	-284.15578	1.63802	-0.00294	-0.08108	-0.00046
180	-0.02675	-756.34382	0.37684	-0.0051	-0.08005	-0.00161	0.75093	84.10465	-0.9776	-0.00149	0.03337	0.0034	-0.56354	203.26983	-0.37674	0.00039	-0.00858	-0.00087	-0.13244	351.1204	-0.56493	0.00466	0.09715	-0.00175
181	-0.36903	974.53354	-2.0125	0.00665	0.17842	0.00317	0.36063	-284.79089	-1.671	-0.00289	-0.00871	0.00076	-0.40654	38.79852	-1.10306	0.00096	0.00108	-0.00058	0.55518	272.65069	3.3675	0.00228	0.02685	-0.0008
182	-0.1191	-83.36572	-0.04706	-0.00096	-0.03185	-6e-05	-0.17014	-119.09389	-0.06722	-0.00137	-0.0455	-8e-05	-0.08507	-59.54694	-0.03361	-0.00068	-0.02275	-4e-05	0.08507	59.54694	0.03361	0.00068	0.02275	4e-05
183	0.0623	28.37203	-0.28866	0.00072	0.01386	0.00069	-0.0279	-178.91445	-1.2657	-0.00044	-0.01934	-0.00069	-0.18338	43.0351	-0.50659	-8e-05	-0.00129	0.00042	-0.01121	81.09342	-0.61664	0.00107	0.03478	0.00104
184	-0.80168	10.48469	-0.54837	-0.0004	-0.02445	0.00014	0.05809	-79.47245	-1.06265	-0.00103	-0.01699	-0.00033	0.4352	16.52934	-2.57444	0.0006	0.03288	-0.00022	-0.47898	-114.0034	-1.10122	-7e-05	-0.02104	1e-05
185	-0.0456	137.33773	-0.42253	0.00109	0.02788	0.00015	-0.47857	309.71946	-2.27089	0.00216	0.06828	0.00093	0.12114	-12.37353	0.39671	8e-05	-0.00488	0.00054	0.0344	-152.94266	-0.39519	-0.00146	-0.02566	0.0004
186	0.28376	132.09852	1.93223	-8e-05	-0.00727	-0.00052	0.12688	-168.19631	0.60384	-0.00052	-0.0135	-9e-05	-0.03507	-225.75462	-0.44501	-0.00025	-0.00097	0.00104	-0.33612	-125.7202	-3.05965	-0.00026	-0.01047	-0.00041
187	0.73147	367.25772	0.01224	0.00358	0.11716	0.0001	-0.91925	-54.90718	-0.75233	-0.00161	-0.06559	-9e-05	-1.84149	-412.51561	-1.41061	-0.00564	-0.20043	-0.00011	-0.94976	-467.68109	-2.50776	-0.00485	-0.15794	-0.00032
188	-0.19326	-42.57158	-1.60011	-0.00057	0.00398	-1e-05	-0.08268	-108.46268	-1.47657	-8e-05	0.00826	-0.00061	0.07363	29.83557	0.91228	-0.00027	-0.01231	-0.00065	-0.1022	-160.64684	0.61341	-0.00078	-0.03749	-3e-05
189	0.06747	23.04907	1.25666	-5e-05	-0.00579	9e-05	0.02886	18.9754	-0.93778	1e-05	-0.00227	0.00012	-0.05013	-14.71131	-0.31676	5e-05	0.00491	-8e-05	-0.16624	-68.10293	-1.96757	-0.00024	-0.00837	-0.00032
190	0.05491	20.89203	0.28186	0.00041	0.0191	-0.00037	-0.08575	-96.11099	-1.38986	-0.00039	-0.01787	-0.00062	-0.20582	324.54098	-1.32612	0.00185	0.03654	-0.00115	-0.06836	284.04897	-0.60314	0.00172	0.04635	-0.00076
191	-0.06236	87.41466	-0.6538	0.00119	0.00891	-0.00255	0.09875	-0.54018	-0.22793	-4e-05	0.01917	0.00184	0.01577	-173.29846	-0.69359	-0.0015	-0.04096	-0.00567	0.1168	-288.84899	0.28838	-0.00207	-0.03787	0.00054
192	-0.13107	-231.90572	-1.254	-0.0001	-0.01313	-0.00654	-0.00201	-20.69389	-0.125	-0.00013	-0.00477	-0.00407	0.1024	45.55306	1.51333	-0.00026	-0.00713	0.00938	-0.2199	-655.29306	-2.34	-0.00069	-0.05121	-0.00679
193	-0.39331	-144.26953	-1.85464	-0.00093	-0.0373	6e-05	-0.12745	-137.76358	-1.79453	-0.00095	-0.02232	-0.00013	-0.20352	-473.62854	-1.81516	-0.00236	-0.04079	-0.00035	0.14608	178.38914	0.41964	0.00136	0.04036	9e-05
194	0.07203	-492.61354	0.60879	-0.00343	-0.0923	-0.00025	0.23789	253.2667	0.55446	0.00123	0.03943	-0.00112	0.2369	-374.68995	-0.9416	-0.00069	-0.01479	-0.00065	-0.80342	253.83875	-3.73428	0.00105	0.00796	0.00075
195	-0.11034	29.13777	1.39137	-0.00022	-0.01683	0.00014	-0.40157	-341.47892	-1.56108	-0.00298	-0.07845	-0.00011	-0.41397	-331.99018	-4.94662	-0.0019	-0.0424	-0.00029	-0.41595	63.76683	-4.98733	0.00245	0.0729	-0.00041
196	-0.4732	-248.78222	-4.02289	-0.00177	-0.06464	0.00151	-0.09366	-241.89806	0.81111	-0.00048	-0.04211	-0.00107	0.57793	-57.76444	2.38556	-0.00129	-0.003	-0.00495	-1.96084	627.16778	-3.83056	0.00194	0.03857	-0.00391
197	-0.13408	25.47513	-0.63435	-0.00145	-0.02406	0.00389	-0.13719	418.48457	-0.09323	0.00217	0.0683	-0.0001	-0.25835	-480.56206	-1.06373	-0.00211	-0.03604	-0.00248	-0.61233	-367.84716	-1.22633	-0.00337	-0.1048	-0.00242
198	0.01468	-102.29231	-0.90905	-0.00027	-0.00014	-0.0017	0.10089	266.30318	0.08573	0.00032	0.0123	0.00248	0.02631	-176.52451	0.77149	0.00021	-0.01083	-0.00101	-0.21318	-143.67604	-2.87441	-0.0015	-0.01577	-0.00296
199	-0.0764	-104.63716	-1.19379	-0.00016	-0.01755	-0.00152	-0.41549	-11.0021	-2.74328	-0.00027	-0.00657	-0.00164	-0.09826	51.7144	-0.45161	0.00055	0.01911	-0.00137	0.25997	-172.7996	2.3491	-0.0004	-0.03156	-0.00321
200	-0.14283	-448.62747	0.6423	-0.00603	-0.14377	0.00511	-0.16197	972.38213	-0.34649	0.00709	0.1784	0.00071	-0.2921	-428.19747	0.34383	-0.005	-0.14218	-0.00163	0.27423	-280.65447	-0.21217	0.00034	0.00266	-0.00179
201	-0.22411	-46.2065	-1.52488	0.0	-0.02203	-0.00209	-0.02819	-8.14739	-0.31781	-7e-05	-0.00034	-0.00441	0.14432	-4.76432	-0.36821	-0.00048	0.01357	0.00358	-0.20541	-522.05291	-0.27921	-0.00236	-0.09598	-0.00042
202	-0.19046	-293.0941	-0.94558	-0.00314	-0.0512	2e-05	0.0201	46.61875	0.46152	0.00138	0.02211	0.00037	0.1349	-334.36185	0.71747	-0.00321	-0.06057	0.00082	0.03119	-514.78727	-0.73161	-0.00267	-0.06515	0.00046
