protein	class	lag	features
VO:_VO_0011190	1	l6	-0.00086,0.00426,0.00821,0.00029,-0.00223,0.00426,0.00821,0.00029,-0.00223,-0.00086,0.00821,0.00029,-0.00223,-0.00086,0.00426,0.00029,-0.00223,-0.00086,0.00426,0.00821
VO:_VO_0011190	1	l7	0.00067,0.00405,0.00324,0.00218,0.00057,0.00405,0.00324,0.00218,0.00057,0.00067,0.00324,0.00218,0.00057,0.00067,0.00405,0.00218,0.00057,0.00067,0.00405,0.00324
VO:_VO_0011190	1	l8	0.00281,0.00378,0.00799,-0.00088,0.00434,0.00378,0.00799,-0.00088,0.00434,0.00281,0.00799,-0.00088,0.00434,0.00281,0.00378,-0.00088,0.00434,0.00281,0.00378,0.00799
VO:_VO_0011192	1	l1	0.00221,0.00242,0.00678,0.00247,-0.00227,0.00242,0.00678,0.00247,-0.00227,0.00221,0.00678,0.00247,-0.00227,0.00221,0.00242,0.00247,-0.00227,0.00221,0.00242,0.00678
VO:_VO_0011192	1	l2	-0.00084,0.00032,0.00299,-0.00312,-0.00131,0.00032,0.00299,-0.00312,-0.00131,-0.00084,0.00299,-0.00312,-0.00131,-0.00084,0.00032,-0.00312,-0.00131,-0.00084,0.00032,0.00299
VO:_VO_0011192	1	l3	-0.00006,0.00222,0.00265,0.00339,-0.00530,0.00222,0.00265,0.00339,-0.00530,-0.00006,0.00265,0.00339,-0.00530,-0.00006,0.00222,0.00339,-0.00530,-0.00006,0.00222,0.00265
VO:_VO_0011192	1	l4	0.00120,0.00163,0.00064,-0.00074,-0.00106,0.00163,0.00064,-0.00074,-0.00106,0.00120,0.00064,-0.00074,-0.00106,0.00120,0.00163,-0.00074,-0.00106,0.00120,0.00163,0.00064
VO:_VO_0011192	1	l5	0.00125,0.00278,0.00513,-0.00495,-0.00071,0.00278,0.00513,-0.00495,-0.00071,0.00125,0.00513,-0.00495,-0.00071,0.00125,0.00278,-0.00495,-0.00071,0.00125,0.00278,0.00513
VO:_VO_0011192	1	l6	-0.00370,0.00191,0.00575,0.00131,-0.00231,0.00191,0.00575,0.00131,-0.00231,-0.00370,0.00575,0.00131,-0.00231,-0.00370,0.00191,0.00131,-0.00231,-0.00370,0.00191,0.00575
VO:_VO_0011192	1	l7	0.00034,0.00123,0.00537,-0.00293,0.00474,0.00123,0.00537,-0.00293,0.00474,0.00034,0.00537,-0.00293,0.00474,0.00034,0.00123,-0.00293,0.00474,0.00034,0.00123,0.00537
VO:_VO_0011192	1	l8	0.00367,0.00057,0.00326,-0.00073,-0.00071,0.00057,0.00326,-0.00073,-0.00071,0.00367,0.00326,-0.00073,-0.00071,0.00367,0.00057,-0.00073,-0.00071,0.00367,0.00057,0.00326
VO:_VO_0011193	1	l1	0.00684,0.00729,0.00066,0.00084,0.00743,0.00729,0.00066,0.00084,0.00743,0.00684,0.00066,0.00084,0.00743,0.00684,0.00729,0.00084,0.00743,0.00684,0.00729,0.00066
VO:_VO_0011193	1	l2	0.00901,0.00999,0.00226,-0.00223,-0.00353,0.00999,0.00226,-0.00223,-0.00353,0.00901,0.00226,-0.00223,-0.00353,0.00901,0.00999,-0.00223,-0.00353,0.00901,0.00999,0.00226
VO:_VO_0011193	1	l3	0.00882,0.00772,0.00173,-0.00029,-0.00407,0.00772,0.00173,-0.00029,-0.00407,0.00882,0.00173,-0.00029,-0.00407,0.00882,0.00772,-0.00029,-0.00407,0.00882,0.00772,0.00173
VO:_VO_0011193	1	l4	0.00566,0.01038,0.00190,-0.00250,0.00363,0.01038,0.00190,-0.00250,0.00363,0.00566,0.00190,-0.00250,0.00363,0.00566,0.01038,-0.00250,0.00363,0.00566,0.01038,0.00190
VO:_VO_0011193	1	l5	0.00017,0.00988,0.00145,-0.00074,-0.00133,0.00988,0.00145,-0.00074,-0.00133,0.00017,0.00145,-0.00074,-0.00133,0.00017,0.00988,-0.00074,-0.00133,0.00017,0.00988,0.00145
VO:_VO_0011193	1	l6	0.00311,0.00151,0.00537,0.00095,-0.00506,0.00151,0.00537,0.00095,-0.00506,0.00311,0.00537,0.00095,-0.00506,0.00311,0.00151,0.00095,-0.00506,0.00311,0.00151,0.00537
VO:_VO_0011193	1	l7	-0.00054,0.00935,0.00323,0.00087,-0.00350,0.00935,0.00323,0.00087,-0.00350,-0.00054,0.00323,0.00087,-0.00350,-0.00054,0.00935,0.00087,-0.00350,-0.00054,0.00935,0.00323
VO:_VO_0011193	1	l8	0.00465,0.00350,-0.00243,-0.00470,-0.00616,0.00350,-0.00243,-0.00470,-0.00616,0.00465,-0.00243,-0.00470,-0.00616,0.00465,0.00350,-0.00470,-0.00616,0.00465,0.00350,-0.00243
VO:_VO_0011194	1	l1	-0.00001,0.00467,0.00362,0.00220,-0.00687,0.00467,0.00362,0.00220,-0.00687,-0.00001,0.00362,0.00220,-0.00687,-0.00001,0.00467,0.00220,-0.00687,-0.00001,0.00467,0.00362
VO:_VO_0011194	1	l2	-0.00319,0.00875,0.00177,0.00113,-0.00573,0.00875,0.00177,0.00113,-0.00573,-0.00319,0.00177,0.00113,-0.00573,-0.00319,0.00875,0.00113,-0.00573,-0.00319,0.00875,0.00177
VO:_VO_0011194	1	l3	-0.00111,0.00667,0.00337,0.00243,0.00020,0.00667,0.00337,0.00243,0.00020,-0.00111,0.00337,0.00243,0.00020,-0.00111,0.00667,0.00243,0.00020,-0.00111,0.00667,0.00337
VO:_VO_0011194	1	l4	0.00091,0.00669,0.00472,-0.00086,-0.00404,0.00669,0.00472,-0.00086,-0.00404,0.00091,0.00472,-0.00086,-0.00404,0.00091,0.00669,-0.00086,-0.00404,0.00091,0.00669,0.00472
VO:_VO_0011194	1	l5	-0.00089,0.00565,0.00295,-0.00257,0.00035,0.00565,0.00295,-0.00257,0.00035,-0.00089,0.00295,-0.00257,0.00035,-0.00089,0.00565,-0.00257,0.00035,-0.00089,0.00565,0.00295
VO:_VO_0011194	1	l6	-0.00115,0.00484,0.00624,0.00120,-0.00378,0.00484,0.00624,0.00120,-0.00378,-0.00115,0.00624,0.00120,-0.00378,-0.00115,0.00484,0.00120,-0.00378,-0.00115,0.00484,0.00624
VO:_VO_0011194	1	l7	0.00006,0.00304,0.00286,-0.00161,0.00157,0.00304,0.00286,-0.00161,0.00157,0.00006,0.00286,-0.00161,0.00157,0.00006,0.00304,-0.00161,0.00157,0.00006,0.00304,0.00286
VO:_VO_0011194	1	l8	0.00467,0.00438,0.00420,0.00193,0.00454,0.00438,0.00420,0.00193,0.00454,0.00467,0.00420,0.00193,0.00454,0.00467,0.00438,0.00193,0.00454,0.00467,0.00438,0.00420
VO:_VO_0011197	1	l1	0.02604,0.00552,0.00418,-0.01083,0.00531,0.00552,0.00418,-0.01083,0.00531,0.02604,0.00418,-0.01083,0.00531,0.02604,0.00552,-0.01083,0.00531,0.02604,0.00552,0.00418
VO:_VO_0011197	1	l2	0.03315,0.04634,0.00413,0.01331,0.01785,0.04634,0.00413,0.01331,0.01785,0.03315,0.00413,0.01331,0.01785,0.03315,0.04634,0.01331,0.01785,0.03315,0.04634,0.00413
VO:_VO_0011197	1	l3	0.02637,0.00547,0.00414,-0.01048,0.00523,0.00547,0.00414,-0.01048,0.00523,0.02637,0.00414,-0.01048,0.00523,0.02637,0.00547,-0.01048,0.00523,0.02637,0.00547,0.00414
VO:_VO_0011197	1	l4	0.03234,0.05214,0.00352,0.01472,0.01856,0.05214,0.00352,0.01472,0.01856,0.03234,0.00352,0.01472,0.01856,0.03234,0.05214,0.01472,0.01856,0.03234,0.05214,0.00352
VO:_VO_0011197	1	l5	0.02641,0.00550,0.00408,-0.01053,0.00532,0.00550,0.00408,-0.01053,0.00532,0.02641,0.00408,-0.01053,0.00532,0.02641,0.00550,-0.01053,0.00532,0.02641,0.00550,0.00408
VO:_VO_0011197	1	l6	0.03274,0.04703,0.00418,0.01359,0.01862,0.04703,0.00418,0.01359,0.01862,0.03274,0.00418,0.01359,0.01862,0.03274,0.04703,0.01359,0.01862,0.03274,0.04703,0.00418
VO:_VO_0011197	1	l7	0.02623,0.00552,0.00411,-0.01079,0.00589,0.00552,0.00411,-0.01079,0.00589,0.02623,0.00411,-0.01079,0.00589,0.02623,0.00552,-0.01079,0.00589,0.02623,0.00552,0.00411
VO:_VO_0011197	1	l8	0.03273,0.06980,0.00510,0.03546,0.01789,0.06980,0.00510,0.03546,0.01789,0.03273,0.00510,0.03546,0.01789,0.03273,0.06980,0.03546,0.01789,0.03273,0.06980,0.00510
VO:_VO_0011199	1	l1	0.00270,0.00445,0.00301,0.00006,0.00222,0.00445,0.00301,0.00006,0.00222,0.00270,0.00301,0.00006,0.00222,0.00270,0.00445,0.00006,0.00222,0.00270,0.00445,0.00301
VO:_VO_0011199	1	l2	0.00099,0.00349,0.00443,-0.00216,0.00054,0.00349,0.00443,-0.00216,0.00054,0.00099,0.00443,-0.00216,0.00054,0.00099,0.00349,-0.00216,0.00054,0.00099,0.00349,0.00443
VO:_VO_0011199	1	l3	0.00206,0.00523,0.00502,0.00462,0.00627,0.00523,0.00502,0.00462,0.00627,0.00206,0.00502,0.00462,0.00627,0.00206,0.00523,0.00462,0.00627,0.00206,0.00523,0.00502
VO:_VO_0011199	1	l4	0.00150,0.00338,0.00381,0.00277,-0.00395,0.00338,0.00381,0.00277,-0.00395,0.00150,0.00381,0.00277,-0.00395,0.00150,0.00338,0.00277,-0.00395,0.00150,0.00338,0.00381
VO:_VO_0011199	1	l5	0.00052,0.00512,0.00118,-0.00102,0.00283,0.00512,0.00118,-0.00102,0.00283,0.00052,0.00118,-0.00102,0.00283,0.00052,0.00512,-0.00102,0.00283,0.00052,0.00512,0.00118
VO:_VO_0011199	1	l6	-0.00482,0.00389,0.00783,0.00253,0.00492,0.00389,0.00783,0.00253,0.00492,-0.00482,0.00783,0.00253,0.00492,-0.00482,0.00389,0.00253,0.00492,-0.00482,0.00389,0.00783
VO:_VO_0011199	1	l7	-0.00066,0.00247,0.00400,-0.00077,-0.00236,0.00247,0.00400,-0.00077,-0.00236,-0.00066,0.00400,-0.00077,-0.00236,-0.00066,0.00247,-0.00077,-0.00236,-0.00066,0.00247,0.00400
VO:_VO_0011199	1	l8	-0.00004,0.00532,0.00621,-0.00220,0.00647,0.00532,0.00621,-0.00220,0.00647,-0.00004,0.00621,-0.00220,0.00647,-0.00004,0.00532,-0.00220,0.00647,-0.00004,0.00532,0.00621
VO:_VO_0011201	1	l1	-0.00012,0.00444,0.00485,0.00127,0.00232,0.00444,0.00485,0.00127,0.00232,-0.00012,0.00485,0.00127,0.00232,-0.00012,0.00444,0.00127,0.00232,-0.00012,0.00444,0.00485
VO:_VO_0011201	1	l2	-0.00322,0.00626,0.00213,0.00350,-0.00573,0.00626,0.00213,0.00350,-0.00573,-0.00322,0.00213,0.00350,-0.00573,-0.00322,0.00626,0.00350,-0.00573,-0.00322,0.00626,0.00213
VO:_VO_0011201	1	l3	0.00034,0.00622,0.00073,0.00006,0.00021,0.00622,0.00073,0.00006,0.00021,0.00034,0.00073,0.00006,0.00021,0.00034,0.00622,0.00006,0.00021,0.00034,0.00622,0.00073
VO:_VO_0011201	1	l4	0.00249,0.00242,-0.00051,0.00593,-0.00194,0.00242,-0.00051,0.00593,-0.00194,0.00249,-0.00051,0.00593,-0.00194,0.00249,0.00242,0.00593,-0.00194,0.00249,0.00242,-0.00051
VO:_VO_0011201	1	l5	0.00057,0.00336,0.00068,0.00058,-0.00287,0.00336,0.00068,0.00058,-0.00287,0.00057,0.00068,0.00058,-0.00287,0.00057,0.00336,0.00058,-0.00287,0.00057,0.00336,0.00068
VO:_VO_0011201	1	l6	-0.00039,0.00209,0.00088,-0.00049,0.00016,0.00209,0.00088,-0.00049,0.00016,-0.00039,0.00088,-0.00049,0.00016,-0.00039,0.00209,-0.00049,0.00016,-0.00039,0.00209,0.00088
VO:_VO_0011201	1	l7	0.00013,0.00471,0.00554,0.00140,0.00220,0.00471,0.00554,0.00140,0.00220,0.00013,0.00554,0.00140,0.00220,0.00013,0.00471,0.00140,0.00220,0.00013,0.00471,0.00554
VO:_VO_0011201	1	l8	-0.00180,0.00318,0.00188,0.00172,-0.00096,0.00318,0.00188,0.00172,-0.00096,-0.00180,0.00188,0.00172,-0.00096,-0.00180,0.00318,0.00172,-0.00096,-0.00180,0.00318,0.00188
VO:_VO_0011203	1	l1	0.00411,0.01494,0.00506,0.00216,0.00637,0.01494,0.00506,0.00216,0.00637,0.00411,0.00506,0.00216,0.00637,0.00411,0.01494,0.00216,0.00637,0.00411,0.01494,0.00506
VO:_VO_0011203	1	l2	0.00544,0.01420,0.00118,0.00026,0.00845,0.01420,0.00118,0.00026,0.00845,0.00544,0.00118,0.00026,0.00845,0.00544,0.01420,0.00026,0.00845,0.00544,0.01420,0.00118
VO:_VO_0011203	1	l3	0.00390,0.00698,-0.00095,-0.00194,0.00451,0.00698,-0.00095,-0.00194,0.00451,0.00390,-0.00095,-0.00194,0.00451,0.00390,0.00698,-0.00194,0.00451,0.00390,0.00698,-0.00095
VO:_VO_0011203	1	l4	0.00734,0.01203,0.00501,0.00129,0.00558,0.01203,0.00501,0.00129,0.00558,0.00734,0.00501,0.00129,0.00558,0.00734,0.01203,0.00129,0.00558,0.00734,0.01203,0.00501
VO:_VO_0011203	1	l5	0.01103,0.01239,0.00593,0.00415,0.00763,0.01239,0.00593,0.00415,0.00763,0.01103,0.00593,0.00415,0.00763,0.01103,0.01239,0.00415,0.00763,0.01103,0.01239,0.00593
VO:_VO_0011203	1	l6	0.00674,0.00842,0.00428,-0.00003,0.00281,0.00842,0.00428,-0.00003,0.00281,0.00674,0.00428,-0.00003,0.00281,0.00674,0.00842,-0.00003,0.00281,0.00674,0.00842,0.00428
VO:_VO_0011203	1	l7	0.01030,0.00884,0.00507,0.00612,0.01353,0.00884,0.00507,0.00612,0.01353,0.01030,0.00507,0.00612,0.01353,0.01030,0.00884,0.00612,0.01353,0.01030,0.00884,0.00507
VO:_VO_0011203	1	l8	0.00477,0.00425,0.00491,0.00209,0.00846,0.00425,0.00491,0.00209,0.00846,0.00477,0.00491,0.00209,0.00846,0.00477,0.00425,0.00209,0.00846,0.00477,0.00425,0.00491
VO:_VO_0011204	1	l1	0.00222,0.00903,0.00325,0.00582,0.00576,0.00903,0.00325,0.00582,0.00576,0.00222,0.00325,0.00582,0.00576,0.00222,0.00903,0.00582,0.00576,0.00222,0.00903,0.00325
VO:_VO_0011204	1	l2	0.00191,0.02068,0.00101,0.00539,0.00254,0.02068,0.00101,0.00539,0.00254,0.00191,0.00101,0.00539,0.00254,0.00191,0.02068,0.00539,0.00254,0.00191,0.02068,0.00101
VO:_VO_0011204	1	l3	0.00134,0.00796,0.00063,0.00278,0.00519,0.00796,0.00063,0.00278,0.00519,0.00134,0.00063,0.00278,0.00519,0.00134,0.00796,0.00278,0.00519,0.00134,0.00796,0.00063
VO:_VO_0011204	1	l4	0.00718,0.01364,0.00134,0.00323,0.00361,0.01364,0.00134,0.00323,0.00361,0.00718,0.00134,0.00323,0.00361,0.00718,0.01364,0.00323,0.00361,0.00718,0.01364,0.00134
VO:_VO_0011204	1	l5	0.00620,0.01470,0.00370,0.00818,0.00224,0.01470,0.00370,0.00818,0.00224,0.00620,0.00370,0.00818,0.00224,0.00620,0.01470,0.00818,0.00224,0.00620,0.01470,0.00370
VO:_VO_0011204	1	l6	0.00834,0.01161,0.00277,0.00738,0.00486,0.01161,0.00277,0.00738,0.00486,0.00834,0.00277,0.00738,0.00486,0.00834,0.01161,0.00738,0.00486,0.00834,0.01161,0.00277
VO:_VO_0011204	1	l7	0.01353,0.00971,0.00632,0.00751,0.01490,0.00971,0.00632,0.00751,0.01490,0.01353,0.00632,0.00751,0.01490,0.01353,0.00971,0.00751,0.01490,0.01353,0.00971,0.00632
VO:_VO_0011204	1	l8	-0.00093,0.00770,0.00533,0.00527,0.00712,0.00770,0.00533,0.00527,0.00712,-0.00093,0.00533,0.00527,0.00712,-0.00093,0.00770,0.00527,0.00712,-0.00093,0.00770,0.00533
VO:_VO_0011206	1	l1	0.00165,0.00540,-0.00113,0.00175,0.00094,0.00540,-0.00113,0.00175,0.00094,0.00165,-0.00113,0.00175,0.00094,0.00165,0.00540,0.00175,0.00094,0.00165,0.00540,-0.00113
VO:_VO_0011206	1	l2	0.00266,0.00415,0.00272,-0.00073,-0.00344,0.00415,0.00272,-0.00073,-0.00344,0.00266,0.00272,-0.00073,-0.00344,0.00266,0.00415,-0.00073,-0.00344,0.00266,0.00415,0.00272
VO:_VO_0011206	1	l3	0.00530,-0.00069,0.00053,0.00421,-0.00093,-0.00069,0.00053,0.00421,-0.00093,0.00530,0.00053,0.00421,-0.00093,0.00530,-0.00069,0.00421,-0.00093,0.00530,-0.00069,0.00053
VO:_VO_0011206	1	l4	0.00457,0.00661,0.00538,-0.00192,0.00274,0.00661,0.00538,-0.00192,0.00274,0.00457,0.00538,-0.00192,0.00274,0.00457,0.00661,-0.00192,0.00274,0.00457,0.00661,0.00538
VO:_VO_0011206	1	l5	0.00219,0.00539,0.00253,0.00009,-0.00289,0.00539,0.00253,0.00009,-0.00289,0.00219,0.00253,0.00009,-0.00289,0.00219,0.00539,0.00009,-0.00289,0.00219,0.00539,0.00253
VO:_VO_0011206	1	l6	0.00011,0.00287,0.00116,0.00312,-0.00598,0.00287,0.00116,0.00312,-0.00598,0.00011,0.00116,0.00312,-0.00598,0.00011,0.00287,0.00312,-0.00598,0.00011,0.00287,0.00116
VO:_VO_0011206	1	l7	0.00101,0.00098,0.00206,-0.00012,0.00165,0.00098,0.00206,-0.00012,0.00165,0.00101,0.00206,-0.00012,0.00165,0.00101,0.00098,-0.00012,0.00165,0.00101,0.00098,0.00206
VO:_VO_0011206	1	l8	-0.00004,0.00385,0.00230,0.00008,-0.00397,0.00385,0.00230,0.00008,-0.00397,-0.00004,0.00230,0.00008,-0.00397,-0.00004,0.00385,0.00008,-0.00397,-0.00004,0.00385,0.00230
VO:_VO_0011207	1	l1	-0.00158,-0.00022,0.01239,-0.00224,0.00241,-0.00022,0.01239,-0.00224,0.00241,-0.00158,0.01239,-0.00224,0.00241,-0.00158,-0.00022,-0.00224,0.00241,-0.00158,-0.00022,0.01239
VO:_VO_0011207	1	l2	-0.00144,0.00457,0.00675,-0.00004,-0.00519,0.00457,0.00675,-0.00004,-0.00519,-0.00144,0.00675,-0.00004,-0.00519,-0.00144,0.00457,-0.00004,-0.00519,-0.00144,0.00457,0.00675
VO:_VO_0011207	1	l3	0.00301,0.00131,0.00392,0.00154,0.00014,0.00131,0.00392,0.00154,0.00014,0.00301,0.00392,0.00154,0.00014,0.00301,0.00131,0.00154,0.00014,0.00301,0.00131,0.00392
VO:_VO_0011207	1	l4	-0.00118,0.00257,-0.00012,-0.00196,0.00193,0.00257,-0.00012,-0.00196,0.00193,-0.00118,-0.00012,-0.00196,0.00193,-0.00118,0.00257,-0.00196,0.00193,-0.00118,0.00257,-0.00012
VO:_VO_0011207	1	l5	0.00035,0.00270,-0.00009,-0.00035,-0.01659,0.00270,-0.00009,-0.00035,-0.01659,0.00035,-0.00009,-0.00035,-0.01659,0.00035,0.00270,-0.00035,-0.01659,0.00035,0.00270,-0.00009
VO:_VO_0011207	1	l6	0.00383,0.00022,0.00357,0.00110,0.00169,0.00022,0.00357,0.00110,0.00169,0.00383,0.00357,0.00110,0.00169,0.00383,0.00022,0.00110,0.00169,0.00383,0.00022,0.00357
VO:_VO_0011207	1	l7	0.00028,0.00143,0.00796,-0.00095,0.01208,0.00143,0.00796,-0.00095,0.01208,0.00028,0.00796,-0.00095,0.01208,0.00028,0.00143,-0.00095,0.01208,0.00028,0.00143,0.00796
VO:_VO_0011207	1	l8	0.00280,0.00188,0.01192,0.00281,0.00315,0.00188,0.01192,0.00281,0.00315,0.00280,0.01192,0.00281,0.00315,0.00280,0.00188,0.00281,0.00315,0.00280,0.00188,0.01192
VO:_VO_0011211	1	l1	0.00463,0.01964,0.00446,0.00033,-0.00085,0.01964,0.00446,0.00033,-0.00085,0.00463,0.00446,0.00033,-0.00085,0.00463,0.01964,0.00033,-0.00085,0.00463,0.01964,0.00446
VO:_VO_0011211	1	l2	0.00080,0.01915,0.00501,-0.00361,-0.00368,0.01915,0.00501,-0.00361,-0.00368,0.00080,0.00501,-0.00361,-0.00368,0.00080,0.01915,-0.00361,-0.00368,0.00080,0.01915,0.00501
VO:_VO_0011211	1	l3	0.00619,0.02599,0.00654,0.00038,0.00489,0.02599,0.00654,0.00038,0.00489,0.00619,0.00654,0.00038,0.00489,0.00619,0.02599,0.00038,0.00489,0.00619,0.02599,0.00654
VO:_VO_0011211	1	l4	0.00471,0.02014,0.00761,0.00463,-0.00130,0.02014,0.00761,0.00463,-0.00130,0.00471,0.00761,0.00463,-0.00130,0.00471,0.02014,0.00463,-0.00130,0.00471,0.02014,0.00761
VO:_VO_0011211	1	l5	-0.00069,0.02101,0.00890,0.00170,0.00305,0.02101,0.00890,0.00170,0.00305,-0.00069,0.00890,0.00170,0.00305,-0.00069,0.02101,0.00170,0.00305,-0.00069,0.02101,0.00890
VO:_VO_0011211	1	l6	-0.00125,0.02208,0.00530,0.00010,0.00034,0.02208,0.00530,0.00010,0.00034,-0.00125,0.00530,0.00010,0.00034,-0.00125,0.02208,0.00010,0.00034,-0.00125,0.02208,0.00530
VO:_VO_0011211	1	l7	0.00211,0.01755,0.00403,-0.00112,-0.00033,0.01755,0.00403,-0.00112,-0.00033,0.00211,0.00403,-0.00112,-0.00033,0.00211,0.01755,-0.00112,-0.00033,0.00211,0.01755,0.00403
VO:_VO_0011211	1	l8	0.00173,0.02071,0.00655,0.00148,-0.00090,0.02071,0.00655,0.00148,-0.00090,0.00173,0.00655,0.00148,-0.00090,0.00173,0.02071,0.00148,-0.00090,0.00173,0.02071,0.00655
VO:_VO_0011213	1	l1	0.00351,0.00137,0.00720,-0.00029,-0.00192,0.00137,0.00720,-0.00029,-0.00192,0.00351,0.00720,-0.00029,-0.00192,0.00351,0.00137,-0.00029,-0.00192,0.00351,0.00137,0.00720
VO:_VO_0011213	1	l2	-0.00160,0.00225,0.00496,0.00122,0.00627,0.00225,0.00496,0.00122,0.00627,-0.00160,0.00496,0.00122,0.00627,-0.00160,0.00225,0.00122,0.00627,-0.00160,0.00225,0.00496
VO:_VO_0011213	1	l3	0.00434,0.00081,0.00389,-0.00248,0.00133,0.00081,0.00389,-0.00248,0.00133,0.00434,0.00389,-0.00248,0.00133,0.00434,0.00081,-0.00248,0.00133,0.00434,0.00081,0.00389
VO:_VO_0011213	1	l4	0.00227,0.00290,0.00393,0.00257,0.00038,0.00290,0.00393,0.00257,0.00038,0.00227,0.00393,0.00257,0.00038,0.00227,0.00290,0.00257,0.00038,0.00227,0.00290,0.00393
VO:_VO_0011213	1	l5	-0.00054,0.00535,0.00515,-0.00365,0.00098,0.00535,0.00515,-0.00365,0.00098,-0.00054,0.00515,-0.00365,0.00098,-0.00054,0.00535,-0.00365,0.00098,-0.00054,0.00535,0.00515
VO:_VO_0011213	1	l6	-0.00167,0.00153,0.00584,-0.00054,-0.00034,0.00153,0.00584,-0.00054,-0.00034,-0.00167,0.00584,-0.00054,-0.00034,-0.00167,0.00153,-0.00054,-0.00034,-0.00167,0.00153,0.00584
VO:_VO_0011213	1	l7	0.00336,0.00091,0.00395,0.00052,0.00190,0.00091,0.00395,0.00052,0.00190,0.00336,0.00395,0.00052,0.00190,0.00336,0.00091,0.00052,0.00190,0.00336,0.00091,0.00395
VO:_VO_0011213	1	l8	0.00458,0.00172,0.00343,-0.00088,-0.00015,0.00172,0.00343,-0.00088,-0.00015,0.00458,0.00343,-0.00088,-0.00015,0.00458,0.00172,-0.00088,-0.00015,0.00458,0.00172,0.00343
VO:_VO_0011214	1	l1	0.00640,0.00274,0.00554,-0.00419,0.01275,0.00274,0.00554,-0.00419,0.01275,0.00640,0.00554,-0.00419,0.01275,0.00640,0.00274,-0.00419,0.01275,0.00640,0.00274,0.00554
VO:_VO_0011214	1	l2	0.00629,0.00614,0.00501,-0.00305,0.00388,0.00614,0.00501,-0.00305,0.00388,0.00629,0.00501,-0.00305,0.00388,0.00629,0.00614,-0.00305,0.00388,0.00629,0.00614,0.00501
VO:_VO_0011214	1	l3	0.01502,0.00020,0.00188,0.00038,0.00494,0.00020,0.00188,0.00038,0.00494,0.01502,0.00188,0.00038,0.00494,0.01502,0.00020,0.00038,0.00494,0.01502,0.00020,0.00188
VO:_VO_0011214	1	l4	0.00640,0.00222,0.00179,0.00282,0.00187,0.00222,0.00179,0.00282,0.00187,0.00640,0.00179,0.00282,0.00187,0.00640,0.00222,0.00282,0.00187,0.00640,0.00222,0.00179
VO:_VO_0011214	1	l5	-0.00103,0.00019,0.00477,-0.00120,0.00004,0.00019,0.00477,-0.00120,0.00004,-0.00103,0.00477,-0.00120,0.00004,-0.00103,0.00019,-0.00120,0.00004,-0.00103,0.00019,0.00477
VO:_VO_0011214	1	l6	0.00959,0.00362,0.00348,0.00266,0.00237,0.00362,0.00348,0.00266,0.00237,0.00959,0.00348,0.00266,0.00237,0.00959,0.00362,0.00266,0.00237,0.00959,0.00362,0.00348
VO:_VO_0011214	1	l7	0.00247,0.00521,0.00444,0.00267,0.00511,0.00521,0.00444,0.00267,0.00511,0.00247,0.00444,0.00267,0.00511,0.00247,0.00521,0.00267,0.00511,0.00247,0.00521,0.00444
VO:_VO_0011214	1	l8	0.00079,0.00407,0.00194,0.00045,0.00703,0.00407,0.00194,0.00045,0.00703,0.00079,0.00194,0.00045,0.00703,0.00079,0.00407,0.00045,0.00703,0.00079,0.00407,0.00194
VO:_VO_0011215	1	l1	-0.00544,0.00053,0.00522,-0.00127,0.01676,0.00053,0.00522,-0.00127,0.01676,-0.00544,0.00522,-0.00127,0.01676,-0.00544,0.00053,-0.00127,0.01676,-0.00544,0.00053,0.00522
VO:_VO_0011215	1	l2	0.00648,0.00002,0.00275,0.00438,0.01599,0.00002,0.00275,0.00438,0.01599,0.00648,0.00275,0.00438,0.01599,0.00648,0.00002,0.00438,0.01599,0.00648,0.00002,0.00275
VO:_VO_0011215	1	l3	0.01471,0.00218,0.00123,0.00368,0.01713,0.00218,0.00123,0.00368,0.01713,0.01471,0.00123,0.00368,0.01713,0.01471,0.00218,0.00368,0.01713,0.01471,0.00218,0.00123
VO:_VO_0011215	1	l4	0.00737,0.00790,-0.00031,0.00408,0.01853,0.00790,-0.00031,0.00408,0.01853,0.00737,-0.00031,0.00408,0.01853,0.00737,0.00790,0.00408,0.01853,0.00737,0.00790,-0.00031
VO:_VO_0011215	1	l5	0.00161,-0.00085,0.00051,0.00023,0.01647,-0.00085,0.00051,0.00023,0.01647,0.00161,0.00051,0.00023,0.01647,0.00161,-0.00085,0.00023,0.01647,0.00161,-0.00085,0.00051
VO:_VO_0011215	1	l6	0.01153,-0.00050,0.00195,0.00200,0.01535,-0.00050,0.00195,0.00200,0.01535,0.01153,0.00195,0.00200,0.01535,0.01153,-0.00050,0.00200,0.01535,0.01153,-0.00050,0.00195
VO:_VO_0011215	1	l7	0.00216,0.00109,0.00162,0.00370,0.01588,0.00109,0.00162,0.00370,0.01588,0.00216,0.00162,0.00370,0.01588,0.00216,0.00109,0.00370,0.01588,0.00216,0.00109,0.00162
VO:_VO_0011215	1	l8	0.00239,0.00410,0.00422,0.00185,0.01886,0.00410,0.00422,0.00185,0.01886,0.00239,0.00422,0.00185,0.01886,0.00239,0.00410,0.00185,0.01886,0.00239,0.00410,0.00422
VO:_VO_0011216	1	l1	0.00399,0.02376,0.00128,-0.00033,0.00182,0.02376,0.00128,-0.00033,0.00182,0.00399,0.00128,-0.00033,0.00182,0.00399,0.02376,-0.00033,0.00182,0.00399,0.02376,0.00128
