protein	class	features
ADD913061_C2II_[Clostridium_botulinum_C]	1	-0.09952,6.53788,-0.64909,0.00015,0.00361,-0.00018,-0.04212,-58.74927,-0.39883,-0.00018,-0.00334,-0.00002,-0.05562,-62.06627,-0.54490,-0.00027,-0.00654,0.00019,0.00917,-21.27346,0.03523,-0.00009,-0.00425,0.00000,-0.01650,-41.77966,-0.22021,-0.00026,-0.00814,0.00008,-0.01633,106.20017,-0.03133,0.00057,0.01663,0.00019,0.07140,20.71671,0.33445,0.00028,0.00681,-0.00002,-0.03289,49.43938,-0.13395,0.00039,0.00994,-0.00011,0.02620,51.23799,0.37037,0.00044,0.01076,0.00008
BAE535791_botulinum_neurotoxin_type_D_precursor_partial_[Clostridium_botulinum_D_phage]	1	0.01773,17.18331,0.28477,-0.00004,0.00193,0.00009,-0.13663,-90.03626,-1.01376,-0.00032,-0.01266,0.00011,-0.04471,58.42928,-0.92591,0.00056,0.01629,-0.00010,-0.11374,-77.48688,-0.96459,-0.00004,-0.00259,-0.00036,-0.07577,23.10763,-0.45629,0.00020,0.00960,0.00023,0.01963,-50.76968,-0.19057,-0.00031,-0.00497,-0.00019,-0.06294,-166.38699,-0.32659,-0.00121,-0.03174,-0.00009,-0.07344,116.07445,-0.33228,0.00064,0.01501,-0.00025,-0.02670,25.66670,0.35182,0.00019,-0.00346,-0.00016
NP_2163291_hypothetical_protein_Rv1813c_[Mycobacterium_tuberculosis_H37Rv]	1	0.13220,10.69683,-0.18446,0.00038,0.01246,-0.00013,-0.05161,4.21053,-0.24789,0.00010,-0.00153,0.00091,0.12236,-76.05495,0.49092,-0.00035,-0.01098,0.00002,0.08731,-107.63621,0.47654,-0.00057,-0.01132,-0.00038,0.13680,-29.06292,1.03214,-0.00024,-0.00272,0.00044,-0.05164,-37.28471,-0.16920,-0.00039,-0.00943,0.00048,-0.00407,-152.49628,-0.64444,-0.00076,-0.01371,-0.00072,0.04194,94.83038,0.90242,0.00022,0.00241,-0.00011,0.11632,-71.44060,0.14225,-0.00026,-0.00837,-0.00068
NP_2181361_ESAT6_like_protein_EsxV_[Mycobacterium_tuberculosis_H37Rv]	1	-0.10638,53.74102,-0.66964,-0.00014,-0.00454,-0.00007,-0.06420,45.73066,-0.24753,0.00050,0.02204,-0.00000,-0.07450,-82.55836,-0.69966,-0.00088,-0.02038,-0.00033,-0.02590,83.33476,0.04872,0.00024,0.00132,-0.00042,0.04097,-162.95856,0.21402,-0.00105,-0.01768,-0.00030,-0.12200,65.45034,-0.41230,0.00046,0.01333,0.00033,0.24822,-92.53479,1.46472,-0.00090,-0.01147,-0.00008,-0.12810,13.56810,-1.19031,0.00018,0.00669,0.00014,0.06355,-38.56129,-0.06201,0.00004,0.00776,-0.00010
NP_2181371_ESAT6_like_protein_EsxW_[Mycobacterium_tuberculosis_H37Rv]	1	-0.06297,-13.76649,-0.37151,-0.00017,-0.00098,-0.00039,-0.30058,-157.63267,-1.69379,-0.00110,-0.02156,0.00025,-0.01064,-37.84367,0.74711,-0.00024,-0.01155,-0.00004,0.20564,-197.76983,0.90758,-0.00129,-0.02704,0.00012,0.02135,184.06564,-0.92560,0.00161,0.04768,0.00006,0.00213,103.44484,0.25266,0.00038,0.01426,-0.00012,0.07638,100.64724,0.44734,0.00034,0.01177,-0.00027,-0.20073,1.24965,-0.28713,-0.00045,-0.01246,0.00007,-0.00698,18.24807,-0.91333,0.00026,0.01456,-0.00008
YP_1778931_PPE_family_protein_PPE42_[Mycobacterium_tuberculosis_H37Rv]	1	-0.04610,-137.35695,-0.63492,-0.00051,-0.01172,-0.00032,-0.04153,12.57666,-0.17625,0.00022,0.00449,0.00012,-0.03637,27.49204,-0.14688,0.00023,0.00552,0.00055,0.00529,-71.81902,0.14984,-0.00044,-0.01360,-0.00026,-0.04935,116.98286,-0.27296,0.00047,0.02210,0.00080,-0.08045,-105.06017,-0.44903,-0.00049,-0.01445,-0.00058,-0.00111,40.44650,-0.03527,0.00036,0.00802,0.00015,0.02117,106.28698,0.42905,0.00065,0.01236,-0.00014,0.02357,-51.92633,-0.11820,-0.00004,0.00084,-0.00023
VO_VO_0010865	1	0.00081,-8.22526,-0.03568,-0.00006,0.00131,0.00008,0.08388,-146.11752,0.42720,-0.00081,-0.01826,0.00005,-0.02146,50.43833,-0.39493,0.00032,0.00671,0.00021,0.02371,4.51094,-0.05044,0.00006,0.00594,0.00004,-0.03466,68.02822,0.06977,0.00023,0.00932,0.00012,0.01685,3.74052,0.19282,0.00006,0.00079,-0.00003,0.01335,57.99285,0.05488,0.00042,0.01173,0.00009,-0.05864,10.49268,-0.33648,0.00009,-0.00125,-0.00022,0.11131,-76.03933,0.42218,-0.00062,-0.01097,0.00004
VO_VO_0010870	1	-0.02918,44.10488,0.01409,0.00036,0.00952,-0.00047,-0.02270,-112.00243,0.13528,-0.00028,-0.01796,0.00029,-0.03748,-102.62514,-0.34861,-0.00033,-0.01056,-0.00039,0.00218,-124.87314,-0.34159,-0.00075,-0.01611,0.00006,0.05066,116.36465,0.42979,0.00062,0.02051,0.00020,-0.01499,-86.47498,-0.74365,-0.00061,-0.01154,-0.00014,-0.08302,-99.62294,-0.81553,-0.00052,-0.01563,-0.00008,0.05764,-123.24835,-0.19394,-0.00058,-0.01358,-0.00014,0.04098,113.32670,0.66945,0.00057,0.01649,-0.00000
VO_VO_0010874	1	-0.09046,39.72754,-0.50080,0.00010,0.00276,-0.00007,-0.11708,-50.29526,-1.47721,-0.00023,-0.00150,-0.00004,-0.05302,-63.06301,-0.13685,-0.00054,-0.01660,-0.00012,0.13839,-45.70514,1.00922,-0.00027,-0.00454,-0.00012,-0.14585,-57.42822,-1.18860,-0.00034,-0.01085,-0.00009,-0.11071,-67.93234,-0.65511,-0.00031,-0.01323,-0.00019,0.05667,48.75503,0.64168,0.00016,0.00208,0.00030,0.00885,-10.96944,0.30553,-0.00020,-0.00534,0.00014,-0.04698,-14.87185,-0.89817,0.00028,0.00599,-0.00002
VO_VO_0010875	1	-0.09046,39.72754,-0.50080,0.00010,0.00276,-0.00007,-0.11708,-50.29526,-1.47721,-0.00023,-0.00150,-0.00004,-0.05302,-63.06301,-0.13685,-0.00054,-0.01660,-0.00012,0.13839,-45.70514,1.00922,-0.00027,-0.00454,-0.00012,-0.14585,-57.42822,-1.18860,-0.00034,-0.01085,-0.00009,-0.11071,-67.93234,-0.65511,-0.00031,-0.01323,-0.00019,0.05667,48.75503,0.64168,0.00016,0.00208,0.00030,0.00885,-10.96944,0.30553,-0.00020,-0.00534,0.00014,-0.04698,-14.87185,-0.89817,0.00028,0.00599,-0.00002
VO_VO_0010876	1	-0.09046,39.72754,-0.50080,0.00010,0.00276,-0.00007,-0.11708,-50.29526,-1.47721,-0.00023,-0.00150,-0.00004,-0.05302,-63.06301,-0.13685,-0.00054,-0.01660,-0.00012,0.13839,-45.70514,1.00922,-0.00027,-0.00454,-0.00012,-0.14585,-57.42822,-1.18860,-0.00034,-0.01085,-0.00009,-0.11071,-67.93234,-0.65511,-0.00031,-0.01323,-0.00019,0.05667,48.75503,0.64168,0.00016,0.00208,0.00030,0.00885,-10.96944,0.30553,-0.00020,-0.00534,0.00014,-0.04698,-14.87185,-0.89817,0.00028,0.00599,-0.00002
VO_VO_0010877	1	-0.10349,-14.64152,-0.50197,0.00000,0.00801,-0.00033,0.06861,57.54599,0.49626,0.00064,0.01522,0.00003,-0.00771,0.77820,-0.31931,0.00017,0.00745,0.00012,-0.02795,-63.19338,-0.36578,-0.00043,-0.00647,0.00014,-0.03553,110.63661,0.10223,0.00049,0.01117,0.00002,-0.00711,-76.15635,0.06208,-0.00072,-0.01078,-0.00007,0.04441,35.09417,0.10998,0.00047,0.00967,0.00015,-0.06918,47.82860,0.11149,0.00037,0.00607,-0.00020,-0.02411,-20.64169,0.08050,-0.00011,-0.00692,-0.00016
VO_VO_0010878	1	-0.00681,-73.53357,-0.03179,-0.00040,-0.00887,-0.00006,-0.05235,-12.04313,-0.19627,0.00014,0.00483,0.00012,0.04753,-31.96663,0.07721,-0.00018,0.00299,0.00011,-0.00792,-2.25799,0.10697,0.00006,-0.00267,-0.00004,-0.01177,43.98219,-0.16823,0.00031,0.01312,0.00019,0.07878,49.81789,0.73523,0.00033,0.00941,0.00006,0.03953,55.55927,0.78050,0.00022,0.00618,-0.00024,-0.03573,-102.15865,-0.49442,-0.00048,-0.01328,-0.00003,0.02303,-15.35001,-0.19396,0.00023,0.00569,-0.00010
VO_VO_0012359	1	-0.08856,1.13040,-0.25508,0.00001,-0.00413,-0.00003,-0.00648,-79.77991,-0.30528,-0.00038,-0.00751,0.00024,-0.09793,30.02282,-0.52492,-0.00006,-0.00253,0.00033,-0.00655,25.28083,0.03614,0.00007,0.00412,0.00022,-0.03541,-71.21188,-0.64915,-0.00022,-0.00901,-0.00001,0.00096,-28.15724,-0.36613,0.00012,-0.00139,-0.00038,-0.07363,26.51986,-0.30770,-0.00017,-0.00069,0.00052,-0.00319,-14.23648,0.02303,-0.00026,-0.00558,-0.00002,-0.01427,-45.97134,-0.44938,-0.00034,-0.00675,-0.00021
VO_VO_0010879	1	-0.01117,-92.80186,-0.15956,-0.00037,-0.00864,-0.00026,-0.07302,-37.08474,-0.53797,-0.00026,-0.00316,0.00046,-0.01384,22.70115,0.08130,0.00007,0.00166,-0.00023,-0.01321,79.86583,-0.11355,0.00035,0.01156,0.00035,0.05379,-31.90440,0.32355,-0.00017,-0.00300,0.00042,-0.00764,80.68681,-0.38291,0.00042,0.01284,0.00022,-0.04135,-36.77011,-0.32496,-0.00016,-0.00012,-0.00017,-0.07051,42.64965,-0.33913,0.00010,0.00385,0.00028,-0.03782,-15.45362,-0.89010,-0.00007,0.00648,0.00007
VO_VO_0010880	1	-0.01500,-62.23512,-0.43659,-0.00018,-0.00642,-0.00018,0.05257,-53.15963,-0.25768,-0.00018,0.00124,-0.00029,-0.01534,-45.23884,-0.15748,-0.00036,-0.00831,0.00038,0.02826,-13.19148,-0.09235,-0.00002,0.00429,0.00046,-0.04995,-45.85739,-0.67910,-0.00011,-0.00085,-0.00022,-0.05835,49.72070,-0.66491,0.00036,0.01321,-0.00001,-0.06511,11.20023,-0.25189,0.00011,0.00206,-0.00004,0.06208,44.50217,0.46993,0.00042,0.01180,0.00013,-0.04775,18.25583,-0.20218,0.00019,0.00217,-0.00004
VO_VO_0010881	1	-0.12434,24.19642,-1.05682,0.00035,0.00905,-0.00050,0.04522,-10.06255,-0.05340,-0.00017,-0.00034,0.00010,0.00541,-97.90683,-0.12967,-0.00041,-0.00579,0.00055,-0.05939,29.62443,-0.18364,-0.00009,0.00323,0.00023,0.08709,55.53338,0.28540,0.00028,0.01079,0.00030,-0.05957,23.79787,0.05215,-0.00003,-0.00700,-0.00016,-0.02437,53.52469,0.03193,0.00030,0.00544,-0.00028,-0.05301,-86.72067,-0.42384,-0.00057,-0.01298,-0.00024,-0.01141,-10.30002,0.20395,-0.00003,-0.00252,0.00014
VO_VO_0010882	1	0.01080,40.50909,-0.13573,0.00038,0.01205,0.00008,-0.03460,22.43576,-0.20882,0.00013,0.00352,-0.00002,0.00471,-71.16713,0.11881,-0.00038,-0.01032,0.00016,0.05381,-61.53423,0.15789,-0.00027,-0.00413,0.00003,0.03151,70.28814,-0.09225,0.00035,0.01199,0.00003,-0.04921,-27.23124,-0.94820,-0.00002,0.00733,-0.00005,0.04341,-23.07471,0.30655,-0.00008,-0.00208,-0.00022,0.09328,-44.19759,0.68365,-0.00016,-0.00157,0.00015,0.05660,27.75118,0.27411,0.00021,0.00956,0.00023
VO_VO_0010883	1	0.02308,46.15521,-0.13140,0.00025,0.00765,0.00003,-0.05049,-8.71852,-0.70878,0.00016,0.00793,0.00009,0.04585,19.92059,0.55274,0.00026,0.00686,0.00025,-0.02478,17.84445,0.04108,-0.00002,-0.00123,0.00020,0.01016,13.16129,0.16433,0.00007,0.00209,0.00004,-0.07588,76.51801,-0.46029,0.00070,0.01670,0.00015,0.01683,1.36171,0.24704,0.00010,-0.00166,-0.00013,-0.04272,-11.46875,-0.18355,-0.00010,-0.00638,-0.00014,0.07009,43.04565,0.02150,0.00051,0.01938,-0.00009
VO_VO_0010884	1	0.02308,46.15521,-0.13140,0.00025,0.00765,0.00003,-0.05049,-8.71852,-0.70878,0.00016,0.00793,0.00009,0.04585,19.92059,0.55274,0.00026,0.00686,0.00025,-0.02478,17.84445,0.04108,-0.00002,-0.00123,0.00020,0.01016,13.16129,0.16433,0.00007,0.00209,0.00004,-0.07588,76.51801,-0.46029,0.00070,0.01670,0.00015,0.01683,1.36171,0.24704,0.00010,-0.00166,-0.00013,-0.04272,-11.46875,-0.18355,-0.00010,-0.00638,-0.00014,0.07009,43.04565,0.02150,0.00051,0.01938,-0.00009
VO_VO_0010885	1	-0.06797,-64.93800,-0.37893,-0.00036,-0.00824,0.00004,-0.01090,-12.24928,-0.09954,-0.00003,0.00063,-0.00002,-0.08127,-49.30795,-0.61976,-0.00036,-0.00529,0.00008,-0.00229,-87.16472,-0.09175,-0.00051,-0.01117,-0.00011,0.02482,-95.23497,0.13129,-0.00058,-0.01771,-0.00011,0.06736,75.43342,0.46099,0.00034,0.00624,-0.00005,-0.01790,-31.87568,-0.10766,-0.00010,-0.00229,0.00008,-0.02110,-56.06714,-0.40835,-0.00029,-0.00384,-0.00011,-0.03413,-63.96599,-0.30673,-0.00028,-0.00786,-0.00007
VO_VO_0010886	1	-0.00621,-94.68608,-0.47168,-0.00018,-0.01029,-0.00020,0.02849,35.05661,-0.22582,0.00034,0.00225,0.00033,-0.08132,-93.49208,-0.15651,-0.00070,-0.01351,0.00002,-0.01742,75.97994,0.18788,0.00028,0.01120,0.00027,0.03664,-83.62611,-0.44421,-0.00056,-0.00332,-0.00032,0.03184,2.69020,0.16837,0.00016,-0.00075,-0.00016,0.06630,-12.40491,0.47104,-0.00008,-0.00021,0.00015,0.06866,83.29524,1.06190,0.00027,0.00144,-0.00021,-0.02325,-124.56270,-0.87386,-0.00029,-0.01242,-0.00011
VO_VO_0010888	1	-0.06461,-87.06685,-0.64046,-0.00031,-0.00354,0.00010,-0.18138,110.56977,-0.78573,0.00054,0.01120,0.00019,-0.08254,-9.94895,-0.47977,-0.00019,-0.00589,-0.00025,0.00372,-132.51244,-0.49770,-0.00091,-0.01866,0.00010,-0.06784,10.08740,-0.42695,0.00014,0.00515,-0.00024,-0.00209,-119.80472,0.00852,-0.00098,-0.01911,-0.00001,0.01113,-52.71316,0.51454,-0.00039,-0.01232,0.00017,-0.01707,18.85911,-0.40753,0.00033,0.00785,-0.00030,-0.06347,-144.69968,-0.39107,-0.00100,-0.02208,-0.00022
VO_VO_0010889	1	0.08229,-93.86446,0.51922,-0.00025,-0.01333,-0.00183,0.15312,126.93370,0.50197,0.00034,0.01997,-0.00016,-0.06080,-67.02132,-0.69859,-0.00023,-0.00778,0.00007,-0.21497,9.07623,-2.01468,0.00030,0.01472,0.00221,-0.03782,-16.97846,0.26077,-0.00000,-0.01238,-0.00143,-0.02121,42.24616,-0.78823,-0.00015,0.00424,-0.00052,0.02157,15.13076,1.50450,-0.00032,-0.01753,0.00001,0.18076,58.81573,1.53111,0.00034,0.00147,-0.00006,-0.05161,-5.99175,0.56958,-0.00036,-0.00336,-0.00100
VO_VO_0010890	1	-0.12250,-47.59158,-1.17017,-0.00022,-0.00020,-0.00046,0.04863,37.49048,0.21556,0.00008,0.00572,0.00029,-0.04227,-33.61947,-0.45981,-0.00014,0.00068,0.00044,-0.02004,54.48113,0.05373,0.00011,0.00419,0.00008,0.05628,49.20711,0.28808,0.00021,0.00573,0.00012,-0.09903,27.19622,-0.22270,-0.00007,-0.00470,0.00001,0.02618,6.98069,0.24452,0.00004,0.00398,-0.00025,-0.05800,-50.61259,-0.34626,-0.00022,-0.00566,-0.00005,0.02450,-0.60748,0.23708,-0.00007,-0.00202,-0.00008
VO_VO_0010891	1	-0.03363,-10.44429,0.02641,-0.00013,-0.00252,0.00016,-0.02167,-7.70413,-0.28962,-0.00003,0.00311,0.00000,-0.05338,-64.82728,-0.76340,-0.00026,-0.00239,-0.00020,-0.01384,-20.22773,-0.51204,-0.00001,0.00161,0.00002,-0.02577,-13.05531,-0.08687,-0.00005,-0.00286,0.00008,0.02759,28.13537,0.24902,0.00031,0.00677,-0.00030,-0.02073,32.17485,0.10811,0.00017,0.00300,-0.00009,0.05253,18.25774,0.63720,0.00007,0.00212,0.00004,-0.00223,-24.28744,-0.02114,-0.00011,-0.00192,0.00003
VO_VO_0010892	1	-0.01094,-239.08886,-0.46250,-0.00081,-0.02441,-0.00025,0.00223,-154.51028,-0.03330,-0.00134,-0.03896,0.00052,0.02396,42.06143,-0.79181,0.00073,0.02717,-0.00026,0.01308,72.60766,0.32726,0.00016,0.00106,0.00025,-0.04071,-166.44863,-0.52550,-0.00042,-0.01801,-0.00011,-0.10769,39.40401,-0.13323,0.00014,0.00131,-0.00045,0.05360,14.10791,0.47284,-0.00009,-0.00124,-0.00040,-0.01299,70.77010,0.33549,0.00065,0.00758,-0.00016,0.08803,-43.13571,0.26739,-0.00031,-0.00301,-0.00031
VO_VO_0010893	1	0.04213,72.38159,0.31019,0.00047,0.01296,0.00032,0.00735,-56.88473,-0.09980,-0.00026,-0.00571,-0.00026,-0.04995,5.98745,-0.42615,0.00011,0.00538,-0.00012,-0.04781,-38.43650,-0.54394,-0.00014,-0.00104,-0.00007,-0.01078,5.05462,-0.09872,-0.00004,-0.00027,-0.00028,-0.01234,-35.68826,-0.06095,-0.00024,-0.00464,-0.00008,0.00049,-17.27208,-0.10541,-0.00014,-0.00056,0.00022,0.03188,-12.23431,0.34653,-0.00020,-0.00584,0.00016,-0.00806,25.48084,0.16467,0.00014,0.00290,0.00011
VO_VO_0010894	1	0.08612,-43.09518,0.59479,-0.00020,-0.00306,-0.00001,-0.05067,-32.17103,-0.53596,-0.00004,0.00138,0.00011,-0.04620,-17.87142,-0.25786,-0.00013,-0.00504,-0.00007,-0.00222,0.60978,0.12408,-0.00004,-0.00010,0.00015,0.01094,-60.96166,-0.09459,-0.00045,-0.00760,0.00016,-0.01861,-3.54725,-0.33024,0.00004,0.00327,0.00023,-0.03777,95.91566,-0.10583,0.00065,0.01557,0.00002,-0.03975,-22.84607,-0.66647,-0.00001,0.00086,0.00001,0.00099,-33.31924,-0.01220,-0.00009,-0.00404,-0.00020
VO_VO_0010895	1	0.04582,-80.61790,-0.25473,-0.00017,-0.00204,0.00014,-0.12252,-40.80532,-1.48401,-0.00024,-0.00240,-0.00005,-0.07708,-111.55103,-0.07887,-0.00048,-0.01815,0.00010,-0.01649,3.54789,0.25225,0.00008,0.00389,-0.00032,-0.02739,-38.19081,-0.95029,0.00017,0.00736,0.00022,-0.00374,-44.95149,-0.15429,-0.00024,-0.00656,-0.00044,-0.04169,98.22752,-0.05473,0.00053,0.01269,-0.00019,-0.01306,35.77326,0.32269,0.00031,0.00673,0.00009,0.06636,76.41124,-0.03380,0.00036,0.01123,-0.00011
VO_VO_0010896	1	0.03679,-135.08968,0.45754,-0.00057,-0.01883,-0.00047,0.04312,-127.24843,0.29232,-0.00097,-0.02471,0.00031,-0.13639,124.28994,-1.41681,0.00133,0.02893,-0.00005,-0.05075,-15.41623,-0.67787,0.00004,-0.00011,-0.00024,0.04532,116.44369,-0.14345,0.00059,0.01906,-0.00018,0.12154,12.40453,0.01686,0.00048,0.00591,0.00014,-0.00882,108.92782,0.10597,0.00055,0.01206,0.00015,-0.02201,-27.61415,0.11092,-0.00021,-0.00541,-0.00001,-0.06879,-40.01262,0.02482,0.00014,-0.00448,-0.00085
VO_VO_0010907	1	-0.12290,-34.90472,-0.80322,-0.00028,-0.00912,-0.00015,-0.19277,-189.57017,-1.69455,-0.00091,-0.03005,0.00026,0.00870,112.65777,0.28040,0.00073,0.01118,-0.00034,0.18059,105.89211,1.43880,0.00070,0.02566,0.00039,-0.01208,-70.44671,-0.48632,-0.00047,-0.01222,0.00040,0.09233,-66.07606,0.64558,-0.00049,-0.01689,0.00018,-0.16072,68.12115,-0.99780,0.00060,0.01626,0.00023,0.10418,-39.02919,0.29360,-0.00023,-0.00010,-0.00026,-0.00137,27.49081,0.25608,0.00019,-0.00569,0.00002
VO_VO_0010908	1	-0.13389,157.18798,-1.01075,0.00081,0.02908,0.00002,-0.04688,144.23197,-0.70074,0.00074,0.02858,-0.00007,0.13262,102.01474,1.10146,0.00052,0.01842,0.00007,0.03867,-4.45030,0.07522,0.00010,0.00625,-0.00010,-0.05688,-14.92876,-0.89800,0.00009,0.00787,-0.00012,0.02706,-17.43210,0.40440,-0.00033,-0.00791,0.00008,-0.05618,-122.90436,0.07083,-0.00056,-0.01707,0.00006,-0.03649,57.08420,-0.64986,0.00012,0.00187,0.00011,0.14253,-185.03971,0.76325,-0.00092,-0.02737,-0.00056
VO_VO_0012360	1	-0.06048,-84.83758,-1.00690,-0.00034,-0.01005,-0.00011,0.03971,72.49723,-0.14974,0.00044,0.01802,0.00041,-0.07620,-45.24346,-0.29379,-0.00049,-0.01071,0.00009,0.12945,53.87715,1.04446,0.00020,0.00993,0.00005,0.02336,-59.10900,-0.12840,-0.00047,-0.00881,0.00012,0.06327,-18.18703,0.42486,-0.00018,-0.00258,0.00016,0.00880,21.66995,-0.02484,0.00027,0.00957,-0.00019,-0.01250,82.17258,0.05297,0.00017,0.00573,0.00006,-0.05255,-8.46588,0.34431,-0.00009,-0.00256,0.00010
VO_VO_0012361	1	-0.01506,15.51686,-0.24650,0.00017,0.00813,0.00007,-0.06383,-112.21618,-1.17069,-0.00057,-0.00861,0.00024,-0.03877,-4.22976,-0.16169,-0.00022,-0.00634,-0.00034,-0.00008,51.08255,0.14420,-0.00008,0.00182,0.00014,-0.07790,-92.12383,-0.44322,-0.00041,-0.01376,-0.00024,0.05854,27.24148,-0.02807,0.00040,0.01224,0.00045,0.01945,129.58488,0.67185,0.00057,0.01331,0.00020,-0.04413,-97.07167,0.23987,-0.00062,-0.01680,0.00036,-0.07763,-121.69869,-0.86881,-0.00022,-0.01054,-0.00041
VO_VO_0012362	1	-0.06936,-14.13579,0.65657,-0.00033,-0.00849,-0.00001,-0.04839,69.49135,-0.20644,0.00011,0.00031,-0.00005,0.19443,-69.28609,0.88521,-0.00030,-0.00653,0.00005,0.33582,3.05275,0.91060,0.00051,0.02857,-0.00018,-0.14361,171.04769,-0.61530,0.00090,0.02432,-0.00011,-0.02544,-156.93490,-0.03666,-0.00111,-0.03520,0.00003,0.20619,50.65377,1.05653,0.00071,0.02655,0.00012,-0.00202,-179.19859,0.50514,-0.00120,-0.03902,-0.00005,-0.17717,34.77206,-0.72142,-0.00030,-0.01207,-0.00002
VO_VO_0010913	1	-0.03101,-110.85083,-0.49997,-0.00059,-0.00925,-0.00029,-0.29299,-116.23242,-2.18964,-0.00047,-0.01523,-0.00052,0.13102,118.37933,1.66555,0.00070,0.00253,0.00078,0.10548,111.87638,1.10063,0.00052,0.00857,0.00005,-0.23421,-161.87436,-2.32089,-0.00050,-0.01673,-0.00049,-0.15047,133.73795,-0.72058,0.00077,0.01035,0.00038,0.16170,96.03411,1.85223,0.00027,0.00385,0.00012,-0.03864,-21.95219,-0.35960,-0.00012,0.00260,-0.00043,-0.14631,89.15790,-0.42428,0.00022,0.00598,-0.00022
VO_VO_0010914	1	-0.03101,-110.85083,-0.49997,-0.00059,-0.00925,-0.00029,-0.29299,-116.23242,-2.18964,-0.00047,-0.01523,-0.00052,0.13102,118.37933,1.66555,0.00070,0.00253,0.00078,0.10548,111.87638,1.10063,0.00052,0.00857,0.00005,-0.23421,-161.87436,-2.32089,-0.00050,-0.01673,-0.00049,-0.15047,133.73795,-0.72058,0.00077,0.01035,0.00038,0.16170,96.03411,1.85223,0.00027,0.00385,0.00012,-0.03864,-21.95219,-0.35960,-0.00012,0.00260,-0.00043,-0.14631,89.15790,-0.42428,0.00022,0.00598,-0.00022
VO_VO_0010915	1	0.12783,-106.11412,0.23545,-0.00053,-0.00993,-0.00038,0.04769,38.59653,0.01793,0.00014,0.00449,0.00018,-0.02837,115.27177,0.07368,0.00081,0.01566,-0.00033,-0.13732,51.45091,-0.68526,0.00014,0.00604,0.00028,-0.09786,65.64439,-0.48476,0.00092,0.01138,-0.00062,-0.01418,70.01270,-0.53077,0.00055,0.02150,0.00014,-0.02919,101.85604,0.15772,0.00064,0.01223,0.00005,-0.04728,176.59878,-0.00465,0.00124,0.03729,0.00074,-0.00114,84.44079,0.11520,0.00024,0.01304,0.00023
VO_VO_0010916	1	-0.04206,46.50936,0.08502,0.00041,0.00546,-0.00062,0.03811,7.15555,0.34693,0.00005,0.00029,0.00044,-0.04304,14.36286,-0.66109,0.00050,0.01434,-0.00008,-0.01820,-83.19352,-0.44135,-0.00020,-0.00255,0.00007,0.00081,-35.70572,-0.12441,-0.00027,-0.00553,0.00009,-0.02159,20.66683,-0.33642,0.00009,0.00340,0.00009,-0.01058,21.85758,0.05918,0.00014,0.00181,-0.00023,0.00895,-7.32494,-0.29634,0.00007,0.00750,-0.00004,-0.00278,76.80015,0.12577,0.00050,0.01394,0.00030
VO_VO_0010917	1	-0.05331,-17.68579,-0.43449,0.00007,0.00337,-0.00022,0.04296,-51.01305,0.11707,-0.00016,-0.00439,0.00026,-0.04298,0.03852,-0.65873,0.00015,0.00818,0.00003,0.06070,-60.82916,-0.05066,-0.00031,-0.00301,0.00011,0.03895,27.93341,0.15240,0.00021,0.00779,0.00009,0.02659,3.14463,-0.05178,0.00004,0.00373,0.00019,-0.01360,2.57765,0.03226,0.00007,-0.00027,-0.00007,0.01395,11.79516,0.03930,0.00007,0.00238,-0.00002,0.04460,31.17420,0.35860,0.00030,0.00674,0.00010
VO_VO_0010918	1	0.05622,-46.07464,0.09083,-0.00018,-0.00125,-0.00009,0.01870,26.11969,-0.18930,0.00033,0.00974,-0.00026,0.00357,-279.01793,0.41087,-0.00141,-0.04721,-0.00003,0.00866,67.60061,-0.04044,0.00058,0.01682,-0.00016,0.13355,21.64491,-0.36331,0.00025,0.01489,-0.00013,0.09879,128.91032,-0.12356,0.00077,0.03170,-0.00007,0.07839,-50.81157,1.15647,-0.00025,-0.01293,0.00012,-0.12623,-71.33486,-0.72707,-0.00061,-0.02003,-0.00021,-0.03745,-100.87508,0.19901,-0.00036,-0.01728,-0.00015
VO_VO_0010921	1	-0.01092,-46.88072,-0.37345,-0.00004,0.00410,-0.00050,0.06908,-8.50136,0.28840,0.00028,0.00384,0.00017,0.11400,-17.04575,0.20243,-0.00006,0.00448,-0.00007,0.03433,31.46196,0.29102,0.00029,0.00165,0.00030,0.06480,-93.08019,0.14764,-0.00054,-0.01037,0.00024,0.02953,74.35705,-0.03729,0.00063,0.01115,-0.00001,0.03379,67.08188,-0.19140,0.00054,0.01383,0.00003,0.04616,4.34723,0.06390,0.00017,0.00624,-0.00005,0.04353,60.69948,0.30208,0.00050,0.01212,-0.00011
VO_VO_0010922	1	-0.02610,-2.82645,-0.57762,-0.00015,0.00065,-0.00045,-0.08227,60.44082,-0.46902,0.00027,0.00677,-0.00027,0.01800,-69.09911,0.00066,-0.00038,-0.00739,-0.00008,-0.01659,-37.54525,-0.38361,-0.00011,-0.00422,0.00013,0.04989,-35.60432,0.22671,-0.00010,0.00356,-0.00001,-0.01058,71.85028,-0.03371,0.00037,0.01498,-0.00001,-0.02162,-121.64626,-0.60142,-0.00048,-0.01348,-0.00010,0.06249,-131.11322,-0.16357,-0.00065,-0.01357,-0.00008,-0.05581,143.29316,-0.25482,0.00086,0.02426,-0.00032
