protein	class	features
>TB_Mycobacteriumtuberculosis_386	0	-0.00587,-0.00681,-0.00233,0.01123,-0.00012,-0.00841,-0.00614,0.03721,0.00865,-0.01565,-0.01254,-0.00105,0.02139,0.00925,0.00646,0.02650,0.00878,0.03313,0.01124,0.01577,0.00354,-0.01569,0.00650,0.01243,-0.01257,-0.00480,-0.02393,0.03079,0.01331,-0.00239,-0.01317,0.00481,0.01116,0.00656,0.02876,-0.00578,-0.01929,0.01766,0.00327,0.01345
>TB_Mycobacteriumtuberculosis_387	0	-0.01550,0.00414,-0.01037,0.01804,-0.00833,0.00701,-0.00268,0.01644,0.02071,-0.02742,0.00444,-0.01254,0.01337,0.02294,0.02054,0.00514,-0.01404,-0.02415,0.02812,0.02106,0.01199,-0.02062,0.03871,0.02079,-0.02775,-0.01620,0.00629,-0.04335,0.02224,-0.00929,0.01676,0.02056,0.01363,0.02165,0.03979,0.00954,0.00877,-0.02111,0.01548,-0.00147
>TB_Mycobacteriumtuberculosis_388	0	-0.01900,-0.00259,0.00072,0.01087,-0.00646,-0.00327,-0.00019,0.02428,-0.00011,0.00041,0.01788,0.00194,0.00787,-0.00829,-0.00505,0.00700,0.00138,0.02700,-0.02396,0.00493,-0.01093,-0.01008,-0.00811,-0.03061,-0.01008,-0.00165,0.00524,0.02250,0.00053,-0.00067,0.01798,-0.00614,0.00759,-0.00172,-0.00309,-0.01039,-0.00055,-0.01233,0.01397,-0.01081
>TB_Mycobacteriumtuberculosis_389	0	-0.01278,-0.01324,0.01011,0.03028,-0.00079,0.00526,-0.00205,0.01370,0.02901,-0.00042,0.00549,0.00179,0.01238,0.03048,0.00431,0.01094,-0.01513,0.04368,0.03196,0.02591,-0.00163,0.00456,0.04081,0.02848,0.03359,-0.00376,-0.01082,0.00109,0.03236,-0.02086,-0.00304,0.01751,0.04410,0.03150,0.00353,0.02506,0.00938,0.02995,0.03158,-0.00298
>TB_Mycobacteriumtuberculosis_390	0	0.00337,-0.02319,0.00694,0.00836,-0.01759,-0.00606,0.00532,0.02449,0.01701,0.00279,0.01814,0.00822,0.00571,0.00363,-0.01765,-0.00249,0.00222,0.02556,0.03081,0.01901,-0.01875,-0.01449,-0.00755,0.00509,0.00327,-0.01126,0.01576,0.00679,0.02475,-0.02302,-0.01996,-0.00199,-0.02161,-0.00125,0.01788,-0.00185,-0.00639,0.00160,0.00490,-0.00907
>TB_Mycobacteriumtuberculosis_391	0	0.00279,-0.00420,0.00386,-0.00640,-0.00764,0.01525,-0.02112,-0.00732,0.00118,-0.01771,-0.01370,-0.00646,-0.01209,0.01397,-0.00348,-0.00523,0.01852,-0.00593,-0.00652,-0.00119,-0.03860,0.00664,0.00065,0.01571,-0.02512,-0.00471,0.01861,0.02940,0.00555,-0.00466,-0.02447,-0.03028,0.01939,-0.00012,0.05076,0.02161,-0.01588,-0.00265,0.03531,-0.01842
>TB_Mycobacteriumtuberculosis_392	0	-0.00287,-0.00753,0.03525,0.00746,0.00264,-0.00206,0.00564,0.01685,0.01059,0.00688,0.00219,0.01438,0.03264,0.01726,-0.00855,-0.01442,0.00495,-0.02006,0.00697,-0.00675,-0.00129,0.00588,-0.01528,0.00952,0.01519,0.00887,-0.01068,0.03172,0.00768,-0.02273,0.00119,0.01432,-0.03107,0.00527,0.01182,-0.01487,-0.00563,-0.00815,0.00333,-0.03527
>TB_Mycobacteriumtuberculosis_393	0	-0.01443,-0.00741,-0.00355,0.00306,-0.00268,-0.01004,-0.00462,0.00967,0.02146,-0.00862,0.00217,0.01117,0.01885,0.00145,-0.02274,0.00188,-0.01393,0.00159,0.02374,0.01328,0.00439,0.01850,0.03077,0.02239,0.02063,-0.01659,0.01500,0.02156,0.01027,0.02434,-0.00315,-0.01186,-0.01313,0.02249,-0.04519,0.01049,0.01709,0.03756,-0.00078,0.00436
>TB_Mycobacteriumtuberculosis_394	0	0.00667,-0.00328,0.01598,0.01231,0.02468,-0.00639,0.01217,0.02369,0.00360,-0.00964,-0.00741,0.00078,0.00760,0.00623,-0.01450,-0.01249,0.01035,0.03763,0.01131,-0.00673,-0.00461,-0.00307,0.00324,0.00899,0.00453,0.00103,0.01483,0.05640,-0.00269,0.01142,-0.00917,0.00066,0.02006,0.00001,0.01052,-0.00022,0.01049,0.02299,0.01492,0.00326
>TB_Mycobacteriumtuberculosis_395	0	-0.00335,-0.00790,0.00732,0.02024,0.01034,-0.00829,-0.00137,-0.00912,0.00620,-0.00485,-0.00069,0.00219,0.01504,0.01760,-0.01411,-0.00838,-0.00769,0.02217,0.01722,0.00216,0.00183,-0.00499,0.00269,0.00621,0.00037,-0.01217,0.00197,0.01470,0.01213,0.02235,-0.01039,-0.01039,-0.01391,0.02498,0.02083,-0.01438,-0.00729,0.00209,0.02183,-0.02044
>TB_Mycobacteriumtuberculosis_396	0	-0.00386,-0.01814,-0.00120,0.01320,0.01089,0.00011,0.00129,-0.00019,0.00283,-0.02639,0.01562,0.00241,0.00123,0.00986,-0.00657,-0.03084,-0.00614,0.01707,0.01344,-0.00656,0.00278,0.00189,-0.00738,0.00925,-0.02211,0.00494,0.00420,0.01941,0.00716,0.00795,-0.03073,-0.01114,0.01138,0.00712,0.04881,0.00351,0.01826,0.02248,0.00740,0.01840
>TB_Mycobacteriumtuberculosis_397	0	0.00339,-0.01405,-0.00888,0.01885,0.01044,-0.00997,-0.00196,0.01845,0.01743,-0.02217,-0.01001,-0.00367,-0.00102,0.01668,0.01918,-0.01003,-0.01633,-0.02434,0.01671,0.03713,0.02032,0.03219,0.03659,0.02031,0.01802,0.00177,-0.02095,-0.02746,0.01497,-0.02004,-0.01077,0.01151,0.03229,0.01267,-0.00122,-0.00762,-0.01062,0.00024,0.01732,0.01619
>TB_Mycobacteriumtuberculosis_398	0	0.00814,0.02169,0.00424,-0.00543,0.01462,-0.00763,0.03928,0.04519,0.00606,-0.00501,-0.00258,0.03316,0.01012,-0.00107,0.01294,-0.01233,-0.00480,0.01594,0.00447,0.00776,-0.01428,0.03177,0.04926,-0.00097,-0.00126,-0.00770,-0.00966,0.01627,0.00412,0.02101,-0.01021,0.01069,0.05562,0.00104,0.02550,0.00484,0.01733,0.03313,0.00939,-0.01585
>TB_Mycobacteriumtuberculosis_399	0	-0.02022,-0.01351,-0.00157,0.00073,-0.01839,-0.00624,-0.00251,0.01063,0.02053,0.01256,0.01102,0.00726,-0.01863,-0.00102,-0.02045,0.01801,-0.00507,0.01610,0.00517,-0.00875,-0.04477,-0.01257,-0.01226,-0.01137,-0.01588,0.01527,-0.00613,0.00882,0.00058,0.02192,-0.00558,0.01538,-0.02423,0.01641,-0.00988,-0.00640,-0.00930,-0.00363,-0.00803,0.03289
>TB_Mycobacteriumtuberculosis_400	0	0.01648,0.01141,-0.00902,-0.00952,-0.02570,0.00684,0.00691,-0.01287,0.01809,-0.00417,0.01861,-0.00799,0.01647,-0.00150,0.01563,0.00726,-0.02606,-0.02245,0.00864,-0.01448,-0.02346,-0.01593,-0.01816,0.01160,-0.01012,-0.00977,-0.01768,0.01540,0.00629,0.01591,-0.00532,0.02546,0.00270,0.02148,0.02675,-0.03785,0.00932,0.01866,-0.01448,-0.03653
>TB_Mycobacteriumtuberculosis_401	0	-0.00158,0.01603,0.02258,0.01793,-0.01191,0.00139,0.00856,0.00374,0.00712,-0.03195,-0.00723,-0.00099,0.00112,0.01689,0.01613,-0.01232,-0.00673,-0.00603,0.02791,0.03481,-0.00087,-0.01715,-0.01364,0.02346,-0.03267,-0.01473,0.00483,-0.04582,0.00947,-0.02080,0.02278,-0.00112,0.00789,0.00513,0.04343,-0.00613,-0.02073,-0.03988,0.02121,-0.00066
>TB_Mycobacteriumtuberculosis_402	0	0.00048,0.01266,0.00162,-0.00263,-0.00439,-0.00909,-0.00791,-0.01201,-0.00335,0.01015,-0.00385,0.00403,0.03047,0.00102,-0.01880,-0.01714,-0.00620,-0.00868,0.01455,0.00551,-0.00628,0.00338,0.02717,-0.00023,-0.00305,0.02301,0.01085,0.00050,-0.00745,-0.01264,0.00328,0.00951,-0.02951,0.01386,-0.00681,0.00388,-0.00416,0.06073,0.00079,-0.01857
>TB_Mycobacteriumtuberculosis_403	0	0.00142,0.02507,0.06006,-0.00002,0.01071,-0.00872,0.00759,0.07829,0.00055,0.01655,0.00194,-0.00034,0.07292,-0.00396,0.01959,-0.00018,0.03301,0.05422,0.00207,0.01545,-0.00833,0.02352,0.04691,0.00434,0.01381,-0.00276,0.01379,0.10056,-0.00727,0.01500,0.01209,-0.00655,0.05160,-0.00136,0.01572,0.01233,0.01196,0.04607,-0.00235,0.01040
>TB_Mycobacteriumtuberculosis_404	0	0.00735,0.03267,0.01763,-0.00082,0.00344,-0.02026,0.03898,0.00046,0.00019,-0.00474,-0.00002,0.04314,0.00303,-0.00378,0.01553,0.00797,0.02959,0.00181,0.00071,0.01376,-0.00048,0.03485,0.00015,-0.00404,-0.00715,0.00258,0.05656,-0.01583,0.00126,-0.00181,0.01302,0.02248,0.00221,-0.00101,0.00506,0.02289,0.04304,0.00180,0.00615,0.00168
>TB_Mycobacteriumtuberculosis_405	0	0.00048,0.00952,0.01712,-0.00105,0.00563,-0.03292,0.00405,0.01844,0.00310,-0.00233,0.00879,0.00118,0.03400,0.00053,0.00896,0.00904,0.01080,0.01457,0.00189,0.00044,-0.01696,0.01097,0.01026,0.00376,-0.01375,0.01584,0.00866,0.05147,0.00231,0.00425,0.01452,0.02048,0.04864,0.00222,0.00614,-0.03692,0.01527,0.01596,0.00234,-0.01398
>TB_Mycobacteriumtuberculosis_406	0	0.00097,-0.00241,-0.00063,0.00161,-0.00825,0.01368,0.02081,0.00010,-0.00192,0.00630,-0.01211,0.04126,-0.00556,-0.00280,-0.00676,-0.00779,-0.01934,-0.00146,-0.00717,0.01277,-0.00366,0.00527,0.00315,-0.00049,-0.01228,-0.00376,0.01020,0.01582,0.00226,0.00531,0.02822,-0.01128,-0.00104,0.00128,-0.00383,0.00368,0.00911,0.01906,0.00231,0.00253
>TB_Mycobacteriumtuberculosis_407	0	0.00243,0.00700,0.02524,-0.00438,-0.01453,-0.01817,0.00583,0.01194,-0.00553,0.00176,0.00206,0.00221,0.01138,-0.00581,-0.01274,0.01395,-0.00334,0.04073,-0.00188,0.00443,0.00651,-0.00092,0.02869,0.00856,0.01763,0.00399,-0.00178,0.01741,-0.00165,-0.00699,-0.00243,-0.00265,-0.00297,-0.01724,-0.00901,-0.01511,0.00784,-0.02020,0.01219,-0.00402
>TB_Mycobacteriumtuberculosis_408	0	0.00696,0.00339,-0.01135,0.01604,0.02031,-0.03040,0.00286,-0.01250,0.01318,0.01398,-0.00739,0.00719,0.00469,0.01881,-0.01006,0.01187,-0.00763,0.02724,0.01447,-0.00544,0.00534,0.00396,-0.02106,0.01176,-0.00580,-0.01842,-0.00092,0.01025,0.01300,0.00240,0.00224,-0.00594,0.01296,0.00819,0.01481,0.03917,0.00204,0.01252,0.00544,0.00264
>TB_Mycobacteriumtuberculosis_409	0	0.00723,0.05716,0.00266,0.00155,-0.00268,0.01232,0.03238,0.05265,-0.00297,0.00547,0.00902,0.07339,-0.00275,0.00184,-0.00422,0.01067,0.04232,0.08569,-0.00329,0.01483,0.00848,0.00102,0.01293,-0.00041,0.00106,0.01057,0.04992,0.07416,0.01043,0.01538,0.01263,0.08121,-0.00146,0.00360,-0.01228,0.00634,0.05025,0.06828,-0.00034,0.01416
>TB_Mycobacteriumtuberculosis_410	0	0.01121,0.00882,0.00107,0.00862,0.00431,-0.00921,0.00593,0.00053,0.01285,0.01206,-0.00742,-0.00115,0.00002,0.01001,-0.00505,0.00457,-0.02860,0.01061,0.00743,0.00069,0.00744,-0.01728,-0.02186,0.00608,0.01242,-0.00891,0.00191,-0.01926,0.00600,-0.01078,-0.00213,0.01062,0.01600,0.00232,-0.00738,0.01073,0.03169,-0.00081,-0.00452,-0.01565
>TB_Mycobacteriumtuberculosis_411	0	-0.00948,-0.00262,0.03399,0.00553,-0.00699,0.00021,0.00861,-0.01775,-0.00734,-0.02591,-0.00054,0.00733,0.00195,0.00414,0.00470,-0.00036,0.00287,0.03947,0.01027,-0.00218,-0.00868,0.00325,0.04931,0.00675,-0.00885,-0.01067,-0.00329,-0.01928,0.00182,0.01519,-0.00001,-0.01342,-0.02588,0.00230,0.01456,0.00315,0.02896,-0.00184,-0.00256,-0.00377
>TB_Mycobacteriumtuberculosis_412	0	-0.01691,-0.00911,-0.00123,-0.00190,0.00071,-0.01071,0.01809,0.00107,0.00166,0.00476,0.01919,-0.01849,0.01797,-0.00248,0.00069,0.00384,0.01309,0.01773,0.02632,-0.00880,-0.03020,-0.01412,0.00344,0.00563,-0.00495,0.01989,0.02771,0.02555,-0.01988,-0.00631,0.00533,-0.00450,-0.01857,0.00077,0.00795,-0.01084,0.01103,0.02091,0.00874,-0.00850
>TB_Mycobacteriumtuberculosis_413	0	-0.01032,0.00002,0.00118,0.00534,-0.01061,-0.01675,-0.00218,0.02825,0.00839,0.00323,0.00988,0.00252,0.00065,0.00446,0.00412,-0.00236,0.00883,0.01592,-0.00223,-0.00532,-0.00471,0.01493,-0.00774,-0.00043,0.00039,-0.00344,-0.00462,-0.01592,0.00333,0.01287,0.01362,0.00427,-0.00465,0.00337,-0.00159,0.00634,0.00325,-0.03945,0.01578,0.00416
>TB_Mycobacteriumtuberculosis_414	0	0.00632,-0.00241,0.00179,0.00180,-0.00437,0.01735,0.00345,0.00902,-0.00486,-0.00939,-0.03561,-0.00259,-0.00123,0.01193,0.01761,-0.00623,0.00517,0.00445,0.01172,-0.00741,-0.01231,-0.00195,-0.00923,-0.00937,0.00007,0.01679,-0.01332,0.00061,0.00404,0.01062,0.01173,-0.00533,-0.01322,0.00235,-0.02457,0.01865,0.00075,0.00052,-0.00312,-0.01204
>TB_Mycobacteriumtuberculosis_415	0	0.00399,-0.00321,0.00629,0.00006,-0.00329,0.01680,0.00608,0.00788,-0.00381,-0.00986,-0.03418,-0.00157,0.00932,0.00892,0.00338,-0.00537,-0.00005,0.00193,0.01627,0.00936,-0.01122,0.00183,-0.00884,-0.00805,0.01001,0.01478,-0.01373,-0.00147,0.00408,-0.00110,0.01220,-0.00241,-0.01274,0.00555,-0.00721,0.01588,0.00236,0.00378,0.00228,-0.00429
>TB_Mycobacteriumtuberculosis_416	0	0.00485,0.00918,0.01386,-0.00235,-0.00584,-0.01758,0.00615,-0.00792,0.01187,-0.01139,0.00361,0.02065,0.00718,0.01103,-0.00234,0.01081,0.01530,-0.00973,0.00151,-0.00063,-0.01722,0.00275,-0.00124,0.00751,-0.01153,-0.01009,0.01283,0.02440,0.00136,0.00108,0.01347,0.02241,0.01407,0.00569,0.00519,0.00394,0.01124,-0.02010,-0.00868,-0.00273
>TB_Mycobacteriumtuberculosis_417	0	-0.00195,0.01194,0.04168,0.00759,0.00185,-0.01236,0.00012,0.02841,0.00153,-0.00212,0.00729,-0.00214,0.01901,0.00880,-0.00968,0.00311,-0.00234,0.01728,0.00575,0.00639,-0.00130,-0.00840,0.04358,0.00464,0.01331,-0.00757,-0.02122,0.05955,-0.00173,0.00963,0.00131,-0.01679,0.07182,0.00121,-0.00166,0.02146,-0.00495,0.03886,0.02387,-0.01146
>TB_Mycobacteriumtuberculosis_418	0	0.00273,-0.00700,-0.00686,0.00848,0.00537,-0.00139,0.00028,0.00102,0.01527,0.01333,0.01933,0.00051,0.00679,0.00328,0.01774,0.00099,-0.02772,-0.01779,0.02086,-0.00315,0.00597,-0.00738,0.02172,0.00574,0.02988,-0.00778,0.00658,-0.00232,0.01279,-0.00719,-0.00843,0.00528,0.00672,0.00551,0.01245,0.00861,0.05122,0.03467,0.02692,0.02889
>TB_Mycobacteriumtuberculosis_419	0	-0.01142,0.00377,0.00574,0.00429,-0.01364,-0.00441,-0.00297,0.01687,0.00434,-0.01009,0.00026,0.00547,0.01431,0.01658,0.01596,0.02006,0.01362,0.01153,0.01155,-0.00336,-0.02702,-0.00055,0.01566,-0.00065,-0.00108,0.00714,-0.00883,0.03882,0.01246,-0.00174,0.00811,0.01088,0.00732,0.01275,-0.01137,0.01746,0.00810,0.03773,0.00128,0.03318
>TB_Mycobacteriumtuberculosis_420	0	0.01657,0.02703,0.00096,0.01061,0.00952,0.00877,0.01127,-0.00340,0.01625,0.00726,-0.00198,-0.02385,0.00756,-0.00006,0.00594,-0.00140,-0.01239,-0.01098,-0.00296,0.02044,-0.00473,-0.01409,0.00599,-0.00516,-0.00503,-0.00141,0.01241,-0.00186,-0.00833,-0.00833,-0.00358,0.01098,-0.01667,0.00891,0.00432,-0.01120,0.01978,-0.00009,0.00473,0.03472
>TB_Mycobacteriumtuberculosis_421	0	0.00405,0.00775,-0.00272,-0.00350,0.00623,-0.00367,0.00470,0.03572,0.00328,0.00040,0.00591,-0.00027,-0.00365,-0.00294,-0.01233,-0.01251,0.00310,0.02234,-0.00077,-0.01002,-0.00586,0.00008,0.02624,0.00738,0.00165,0.02341,0.00072,0.04810,-0.00091,0.01425,-0.00296,0.00107,0.01146,0.01578,-0.00614,-0.01729,0.01128,-0.00339,-0.00482,-0.02906
>TB_Mycobacteriumtuberculosis_422	0	-0.01342,-0.00822,0.02313,0.01511,0.01778,0.00678,0.00710,0.02348,0.00757,-0.00497,-0.02879,-0.00292,0.02704,-0.00511,0.00054,0.02074,-0.03441,0.00524,-0.00833,-0.00534,-0.01963,0.02688,0.00144,-0.00377,-0.00554,0.00748,-0.01067,0.00098,0.01229,0.00005,-0.03793,0.01317,-0.01984,0.01749,-0.01666,0.03012,0.00500,-0.01329,0.01241,-0.05763
>TB_Mycobacteriumtuberculosis_423	0	-0.00062,0.02185,-0.00112,0.00560,0.02573,-0.01638,0.01102,0.00880,0.00079,0.01157,-0.01697,0.03449,0.03439,0.00317,0.00866,0.02422,0.01004,-0.01709,0.00812,-0.00175,0.01627,0.05198,-0.00115,-0.00889,0.00006,-0.00782,0.02782,0.01403,-0.01050,-0.00391,-0.01387,0.01066,0.00524,-0.00514,-0.00956,0.00609,0.04966,-0.00190,0.00042,-0.00726
>TB_Mycobacteriumtuberculosis_424	0	0.00561,-0.00455,-0.00622,0.02018,-0.00523,-0.01926,-0.04580,-0.01264,0.01500,0.01287,-0.00874,0.03105,0.01336,0.02717,0.03209,-0.00100,0.05261,-0.01379,0.02271,-0.00158,-0.00812,-0.01118,0.00953,0.01084,0.00328,-0.00519,-0.04446,0.01560,0.02024,-0.00398,-0.00919,0.03426,0.00054,0.02817,-0.00225,-0.01350,0.03393,0.01194,0.01647,-0.01523
>TB_Mycobacteriumtuberculosis_425	0	0.01098,-0.00066,0.09929,-0.00567,0.00660,0.01248,0.01569,0.09185,-0.00339,0.01981,0.00848,0.01591,0.08273,0.00991,-0.00973,0.00028,-0.00147,0.07096,-0.00173,-0.01367,0.00115,0.01081,0.04393,0.00014,-0.00833,-0.00440,0.01608,0.00289,0.00629,-0.01183,-0.00098,0.01578,-0.02304,0.00450,0.03293,0.00382,0.01511,-0.04720,-0.00067,0.00338
>TB_Mycobacteriumtuberculosis_426	0	-0.00774,0.00331,0.04429,0.00381,0.02062,-0.00487,-0.00120,0.07704,0.00473,0.00172,-0.00489,0.00483,0.07387,0.00162,-0.01143,0.01535,0.00324,0.05666,0.00614,0.00517,-0.00424,0.00904,0.06102,0.00244,0.00884,-0.00586,0.00122,0.07184,0.00947,0.00013,-0.01050,0.00184,0.04541,0.00057,-0.00508,0.01795,0.02315,0.03831,0.00394,-0.00861
>TB_Mycobacteriumtuberculosis_427	0	-0.01469,0.01322,-0.01562,0.00918,-0.01598,0.00783,0.00704,0.01387,0.00828,0.00271,-0.01067,0.03624,0.03015,0.00863,0.00399,-0.00354,-0.03177,-0.00905,0.01396,-0.02621,0.01346,0.01260,-0.02668,0.00448,0.02685,-0.00423,0.04955,0.01223,0.00556,0.01950,0.00851,0.00853,-0.02447,0.00696,-0.01863,-0.00731,0.04217,-0.00244,0.00381,0.02074
>TB_Mycobacteriumtuberculosis_428	0	0.00194,0.03609,0.00904,0.00089,-0.00616,-0.00809,0.03869,0.03051,-0.00076,0.00754,0.01281,0.07306,0.03713,0.00719,0.00901,0.00136,0.05398,0.04173,0.00250,0.00523,-0.01257,0.04200,0.01462,-0.00112,0.00189,-0.02169,0.02894,0.02439,0.00410,-0.01073,0.00079,0.08518,0.06823,0.00506,0.02551,-0.00550,0.04375,0.01187,0.00006,-0.00486
>TB_Mycobacteriumtuberculosis_429	0	0.00418,0.01547,-0.01490,0.00883,0.02285,0.00146,0.01183,0.00002,0.00661,0.00987,-0.00497,0.01174,-0.01796,0.00291,0.01474,0.00903,0.00555,0.03570,0.00165,0.01566,0.01120,0.00738,0.03487,0.00160,0.01783,0.00527,0.01815,0.05048,0.00068,0.02377,0.00572,0.00787,-0.00249,0.00560,0.01672,-0.00097,0.02308,-0.00957,0.01319,0.01164
>TB_Mycobacteriumtuberculosis_430	0	-0.00059,-0.00481,0.00546,0.01026,-0.01482,-0.01497,-0.02656,0.03390,0.01559,0.02857,0.00435,0.00101,0.00304,0.01710,0.00064,0.01185,-0.00019,0.01166,0.00966,-0.00567,-0.00466,-0.01507,0.00692,0.00354,0.02725,-0.00535,0.00477,-0.00277,0.00724,-0.03776,-0.00520,0.02863,0.04869,0.00561,0.04462,0.01059,-0.01145,0.01557,0.00061,-0.01945
>TB_Mycobacteriumtuberculosis_431	0	-0.02062,0.00760,-0.02648,0.00072,0.00465,0.00285,0.00733,0.00715,-0.00311,-0.02182,0.00047,-0.00018,0.00031,-0.00843,0.00364,0.00582,-0.01800,0.00477,0.01340,0.02787,-0.00569,-0.00227,0.02087,0.01374,-0.01578,0.00245,-0.02081,-0.03506,-0.00954,-0.03593,-0.01105,-0.01418,0.02281,-0.00595,0.01221,0.02578,-0.00374,-0.02392,-0.01201,0.02792
>TB_Mycobacteriumtuberculosis_432	0	0.02133,0.00226,0.01959,-0.00655,-0.00991,0.00601,-0.00316,0.00381,0.00325,0.01338,-0.00401,0.02109,-0.00534,0.00668,0.00792,-0.02253,-0.00724,0.00396,0.00415,-0.00487,-0.04133,-0.00205,0.01051,-0.01861,0.00135,-0.01434,0.04192,0.00705,0.01308,0.01307,0.00008,0.00942,0.02850,-0.00490,-0.00600,0.00319,-0.00854,0.01800,0.00969,0.00191
>TB_Mycobacteriumtuberculosis_433	0	0.01451,0.04503,0.01661,0.00037,-0.00881,0.01318,0.02556,0.01915,0.00109,0.00658,0.01331,0.02997,0.01961,0.00119,-0.01755,0.01436,0.03064,0.03865,0.00175,0.00271,0.01323,-0.00309,0.02807,0.00071,0.00378,0.00975,-0.01014,0.00734,0.00276,0.00718,0.01820,-0.03606,0.02405,0.00216,-0.01093,0.01811,0.05587,0.03654,0.00110,-0.01343
>TB_Mycobacteriumtuberculosis_434	0	-0.00736,-0.00595,0.09115,-0.00841,0.00349,0.00070,0.00205,0.09448,0.00355,0.00383,-0.00253,0.00853,0.10609,0.00158,0.00393,0.01044,-0.00641,0.08636,-0.00826,0.00179,-0.01367,0.00360,0.11188,-0.00491,0.01584,0.00726,0.01078,0.09317,0.00354,0.00183,-0.00022,-0.00008,0.08597,-0.00893,0.01047,-0.00162,0.01583,0.07551,0.00775,0.02111
>TB_Mycobacteriumtuberculosis_435	0	-0.00253,0.01159,0.03181,0.00188,-0.00672,-0.01285,0.01293,0.04545,0.00310,0.00715,-0.00432,0.00977,0.04838,-0.00223,0.01037,0.00782,0.00511,0.04354,0.00645,-0.00806,0.01868,0.00900,0.03319,0.00368,0.00431,-0.00839,0.00282,0.06420,-0.00205,-0.01370,-0.02519,0.00695,0.03548,0.00030,0.00053,0.00850,0.01587,0.05061,0.01014,-0.01995
>TB_Mycobacteriumtuberculosis_436	0	0.01409,0.02449,0.02297,0.00670,-0.00461,0.00706,0.04845,0.01256,0.00951,0.01070,-0.00228,0.02802,0.01590,0.00379,-0.01855,-0.02004,0.04764,0.01525,0.00350,-0.00357,-0.00304,0.04299,0.02591,0.00623,-0.00279,0.00625,0.06807,0.00347,0.00433,-0.00066,0.00041,0.01336,0.00968,0.00869,0.02264,0.00670,0.00190,0.02950,0.00858,0.00412
>TB_Mycobacteriumtuberculosis_437	0	0.00630,0.01055,0.02961,0.02963,-0.00720,0.00786,0.00106,0.03851,0.02072,0.01604,0.01231,-0.00070,0.03029,0.02241,0.00741,0.01805,0.01574,0.02937,0.02948,0.00314,0.02739,-0.00378,0.03197,0.02729,0.01448,-0.02042,0.00546,0.01972,0.02165,-0.01346,0.00516,0.00686,0.01485,0.02300,0.01927,0.01026,0.00472,0.03622,0.02674,-0.00721
>TB_Mycobacteriumtuberculosis_438	0	0.00124,-0.00001,-0.00352,0.01111,0.00129,-0.01305,-0.00306,0.00385,0.01367,0.01118,0.00730,0.01151,0.01806,0.01197,-0.00451,0.01827,-0.01692,-0.02122,0.02512,0.01423,-0.01266,0.01732,0.00260,0.00527,0.00068,-0.00717,-0.00499,0.03633,0.01140,0.03933,0.00569,-0.02034,-0.02854,0.01263,-0.01480,0.00574,0.02425,0.02034,0.01881,0.02310
>TB_Mycobacteriumtuberculosis_439	0	-0.00218,-0.02071,-0.00362,0.03005,-0.03607,0.01422,0.02013,0.00232,0.03152,0.05409,0.01632,-0.01212,0.00640,0.02895,-0.02426,-0.00744,0.02589,-0.00214,0.02994,0.01451,0.01058,-0.02177,0.00120,0.03215,-0.00197,-0.01174,0.00349,-0.00153,0.03100,-0.01012,-0.00611,-0.04310,0.00209,0.02291,0.03510,-0.00523,-0.02872,-0.00945,0.01920,-0.02006
>TB_Mycobacteriumtuberculosis_440	0	0.01241,0.02021,0.02394,-0.00539,-0.01214,0.00473,0.04405,0.01597,0.00018,0.00903,-0.00220,0.02565,0.01855,0.00212,-0.01578,-0.01778,0.03681,0.01539,0.00434,-0.00180,-0.00055,0.03108,0.02607,0.00716,-0.00084,0.00841,0.07658,0.00268,-0.01046,-0.00810,0.00352,-0.00153,0.00988,0.00985,0.02508,0.00224,-0.00222,0.03129,-0.00587,-0.00374
>TB_Mycobacteriumtuberculosis_441	0	-0.00008,-0.00323,0.00287,0.02666,-0.03986,-0.02113,0.00206,-0.00452,0.02359,0.03718,0.00175,-0.01723,0.00055,0.02743,-0.03638,0.00344,-0.01993,0.00569,0.03399,0.02449,-0.00534,0.00279,-0.01004,0.03223,-0.03084,0.00137,0.01715,0.00374,0.01526,0.03804,-0.00214,-0.02895,0.01085,0.02841,-0.02364,-0.02536,-0.04666,0.00437,0.03358,0.04562
>TB_Mycobacteriumtuberculosis_442	0	-0.00809,0.01112,0.00156,0.01861,-0.00931,-0.00036,0.01217,-0.02569,0.01792,0.01582,0.00919,0.01344,0.00941,0.02502,0.00783,-0.01470,0.00545,0.02983,0.01706,-0.00673,0.03332,0.01087,0.00957,0.02219,-0.00942,0.00191,0.00907,-0.01769,0.02630,0.01886,-0.00775,0.00976,-0.02150,0.02183,-0.02600,0.00711,0.01531,0.00618,0.01615,-0.01745
>TB_Mycobacteriumtuberculosis_443	0	-0.00187,-0.00360,0.05500,0.00131,0.00020,-0.00122,0.00335,0.08704,0.00065,0.01250,0.00144,-0.00609,0.07891,0.00712,0.02068,-0.00023,-0.00991,0.06629,0.00186,-0.00323,0.00038,-0.00884,0.07576,0.00001,0.00310,-0.00569,-0.00319,0.09448,-0.00106,-0.00184,0.00480,0.01007,0.04994,-0.00574,-0.01263,-0.00299,0.00929,0.08331,-0.00256,0.01206
